"","GC124688","GC124689","GC124690","GC124691","GC124692","GC124693","GC124694","GC124695","GC124696"
"BT_3701",120,204,134,69,26,18,20,143,53
"BT_3702",585.516,443,619,182,86,64,54,279,180
"BT_3703",421,390,571,198,272,234,22,286,146
"BT_3704",137,212,285,149,150,64,11,360,142
"BT_3705",1428.135,1357,1273,178,82,69,110,126,114
"BT_3708",1788,1732,1905.285,721,277,212,328,488,292
"BT_3709",1252,987,1182.715,188,123,118,348,363,130
"BT_3710",88,55,40,9,30,0,31,0,0
"BT_3711",6956.802,9918.85,9287.055,1222.348,219,209,189,398,495
"BT_3712",8885.881,9066.289,9019.922,454.652,127,52,321,392,164
"BT_3713",5543.521,3854.732,4508.509,65,43,18,75,48,45
"BT_3714",7295.79,8890.767,7899.378,554,211,285,147,268.293,226
"BT_3715",52647.084,59719.589,47111.301,1871.435,574,497,466.87,431.707,303
"BT_3716",836.619,730.584,795.476,40.565,0,6,113.13,38,9
"BT_3717",6854.711,7408.057,7382.701,263,188,87,173,221,83
"BT_3718",9357.193,7887.744,7670.195,246,45,97,111,248,188
"BT_3719",3148.369,3001.716,3408.104,264,130,85,162,171,110
"BT_3720",4848,4773,4116,883,172,276,70,595,522
"BT_3721",4726,4610.432,5275.987,10595.093,4701,2753,842,1054,911
"BT_3722",2698.366,2055.901,2907.441,382.907,129,129,201,664,222
"BT_3723",3798.008,2659.385,4386.578,217,110,192,458,440,255
"BT_3724",3396.559,2550.544,3549.827,68.997,13,43,171,70,5
"BT_3725",24502.557,26707.46,31958.197,446.165,209.253,175,345,590,289
"BT_3726",9039.236,8861.6,10393.549,1176.838,170.747,339,1063,674,532
"BT_3727",14765.824,13826.102,19857.649,1031.96,353,190,860.441,497,299
"BT_3728",4530.377,4548,3974.029,1165.04,500,285,401.559,245,178
"BT_3729",15193.583,17947.219,15098.408,868,249,144,216,325,329
"BT_3730",8712.176,7791.215,8684.849,266,52,82,135,248,119
"BT_3731",85720.243,90608.798,78012.864,4331,2092,1720,4392,3632,3041
"BT_3732",555.985,633.21,695.788,61,47,0,60,88,51
"BT_3733",7125.079,8387.614,7856.47,765,254,220,312,663,571
"BT_3734",2237,2731,2647.825,1393,506,608,1655,499,506
"BT_3735",21123.765,16545.515,15796.406,529.794,160,107,4340.354,1638.623,1035.844
"BT_3736",1627.305,1291.159,1577.594,258.206,6,64,906.646,408.377,229.156
"BT_3737",1073,903,686,93,56,77,384,268,85
"BT_3738",395,420,442,801,124,94,472,254,339
"BT_3739",105,145,155,77,49,25,40,67,34
"BT_3740",3637.137,2723.034,2945,483,277,235,384,496,277
"BT_3741",761,909,758,125,80,41,161,45,68
"BT_3742",8860.039,12217.012,12443,8284,2967,3002,7939,3134,3855
"BT_3743",4513,6042.046,6022,1748,621,573,1913,968,728
"BT_3744",1480,1804,2040,380,65,36,423,270,239
"BT_3745",2810,2730,2833,739,121,142,942,424,365
"BT_3746",1310,1105,1137,723,343,223,588,274,212
"BT_3747",53,29,30,522,175,100,3490,572,233
"BT_3748",78,71,88,0,10,0,8,26,0
"BT_3749",346,292,324,755,450,282,218,1442,554
"BT_3750",255,253,230,92,36,55,60,62,59
"BT_3751",27,29,25,3,0,0,8.525,0,0
"BT_3752",97,106,115,20,0,6,35.475,70,0
"BT_3753",36,57,36,57,8,8,4,59,15
"BT_3754",130,159,193,80,0,10,49,26,49
"BT_3755",3791.919,3587.918,3519.04,316,96,108,108.544,347,206
"BT_3756",648.081,580.998,818.027,33,11,11,61.456,92,78
"BT_3757",4315.348,5254.83,5127.729,2817,1492,1027,133,1089,784
"BT_3758",14196.398,11800.533,10877.161,138,52,129,40,174,68
"BT_3759",3160.807,2713.251,3802.326,21,3,4,90,76,79
"BT_3760",16178.319,14614.396,14765.391,142,19,41,49,195,73
"BT_3761",2365.682,1683.073,2399.614,38,10,0,11,46,13
"BT_3762",3307.553,2817,3718.006,54,8,11,62,40,2
"BT_3763",30,36,25,17,17,10,11,28,16
"BT_3764",59,79,65,66,21,0,15,0,10
"BT_3765",100,107,65,40,7,0,6,16,21
"BT_3766",31,16,23,18,0,0,13,20,0
"BT_3767",957,994,971,988,342,239,392,736,805
"BT_3768",8987.999,10073.377,8393.242,3124,856,538,527,943,1022
"BT_3769",580.001,439.002,445,1349,602,607,6494,359,480
"BT_3770",2485.996,3740.336,2911.98,1373.904,449,431,884.458,252,276.724
"BT_3771",32281.869,41133.874,36434.552,3140.096,950,905,7381.845,1112.039,1838.799
"BT_3772",4053.593,4305.59,3852.522,632,305,195,2549.696,474.961,576.477
"BT_3773",1302,1497,1377.085,390,116,132,936,224,346
"BT_3774",887,782,878.006,162,54,26,71,213,99
"BT_3775",26,11,19,0,0,0,0,4,0
"BT_3776",22,13,11,0,0,0,0,25,0
"BT_3777",4,6,7,0,0,20,16,0,0
"BT_3778",141,104,51,23,18,0,124,33,0
"BT_3779",51,16,39,31,63,18,41,115,21
"BT_3780",99,113,95,13,0,16,0,14,0
"BT_3781",225,235,251,34,29,19,17,57,68
"BT_3782",2819.922,2187.538,2125.27,66,54,0,84,134,52
"BT_3783",713.078,946.462,953.73,105,86,50,128,259,63
"BT_3784",2337,2418,2262.036,172,55,49,37,268,74
"BT_3785",0,0,0,0,0,0,0,0,0
"BT_3786",462,401,411,454,268,134,95,586,305.049
"BT_3787",69,50,69.995,71,30,14,56,93,10
"BT_3788",216.052,210,215.005,379,133.022,151,162,198,170
"BT_3789",140.457,119,116.096,97,62.978,20,113.952,100,42
"BT_3790",50.491,31,45.904,9,0,0,78,16.015,7
"BT_3791",52,101.124,107,81,15,12,85,78.985,53
"BT_3792",164,187.876,155,59,55,0,57,37,52
"BT_3793",419,297,457,2500,518,529,9292,1786,1121
"BT_3794",1894.246,2384.541,1045,7229.173,2405,1280,1264.161,856,1906.97
"BT_3796",4,1,4,5,0,0,8,0,0
"BT_3797",404,323,281,0,0,0,0,12,0
"BT_3798",34,32.064,36,6,5,36,0,5,11
"BT_3799",7,3,5,14,0,0,2,16,0
"BT_3800",1641,1622,1528,734,236,116,183,273,204
"BT_3801",51269.968,47697.713,38598.988,17192,5578,4265,2299,3071,2164
"BT_3802",8595.132,10012.034,9240.071,979.004,336,275,362.066,466.215,289
"BT_3803",9182.927,8673.371,8922.448,546.847,128,212,293.934,511.785,379
"BT_3804",6430.224,7419.317,6521.023,467.149,103,102,99.151,186,241
"BT_3805",15300.838,16275.684,12058.063,2470,834,788,593.849,856,670
"BT_3806",104610.582,108935.85,96533.759,5242,2133,1446,1918,3651,2413
"BT_3807",44143.354,49303.972,44845.209,5619,1668,1375,3353,2995,2586
"BT_3808",3802.15,4198.856,4172.598,1303,613,620,1258,1461,1255
"BT_3809",13823.416,14611.111,14282.411,1628,651,743,584,1269,1121
"BT_3810",3372.434,4904.804,5291.007,272.171,79,175,52,267.609,105.198
"BT_3811",14560.977,17700.135,17558.366,1728.829,458,587,425,1234.391,1394.802
"BT_3812",6332.35,6306.9,6234.979,609,194,221,376,556,388
"BT_3813",21457.017,25561.617,20883.016,953,407,422,528,707.998,526.995
"BT_3814",1085.906,1100.436,1381.084,65,43,62,34,26.002,42.005
"BT_3815",352.507,341.64,383.608,13,0,0,23,0,0
"BT_3816",8065.582,8334.718,7744.326,218.198,110,137,103.175,470.514,163.693
"BT_3817",3845.056,4068.662,3586.163,369.802,170,100,123.825,335.486,130.307
"BT_3818",439.368,360.547,506.857,30,0,24,7,17,5
"BT_3819",47041.275,49737.547,55263.843,20476,5869,5466,989,19975,14555
"BT_3820",9927.922,9606.481,8324.236,433.987,178,106,184,329,368.049
"BT_3821",4564.854,4047.755,5238.7,720.013,258,193,282,1245,700.951
"BT_3822",177.001,131.035,133.389,13,2,7,26,15,9
"BT_3823",65248.321,60738.392,61692.771,4255,1584,1647,8607,3180,3238
"BT_3824",4,1,2,2,11,0,48,0,0
"BT_3827",0,0,0,0,0,0,0,0,0
"BT_3828",0,0,0,0,0,0,0,0,0
"BT_3829",0,0,0,0,0,0,4,0,0
"BT_3832",4253.16,4093.892,4312,1140,406,419,485,458,242
"BT_3833",206.068,175,158,9,0,0,44,0,52
"BT_3834",7386.157,9456,10501.82,1554,532,385,959,503,666
"BT_3835",17220.277,12944.1,13361.127,1298.415,346,242,2130,771,801.95
"BT_3836",7271.557,7485.703,7525.285,1436.585,329,404,881,623,754.05
"BT_3837",1367,1224,1147,445,222,118,109,221,127
"BT_3838",1279.453,1470.522,1376.855,505.863,262.677,174.944,198,57.271,79
"BT_3839",2185.547,2793.478,2110.145,1342.137,589.323,362.056,442,362.729,393
"BT_3840",4737,4026,4493,260,102,49,1508,247,173
"BT_3841",9971.872,11040.201,11233.86,2114,847,930,4111,2434,2080
"BT_3842",6487.202,7466.89,7874.044,1053.101,506.724,471.985,158.394,262.541,261
"BT_3843",10339.888,14282.763,14412.338,2370.899,694.276,563.015,374.606,568.459,642
"BT_3844",37196.158,35524.431,34240.527,13982.707,4283.84,3530,4134.335,6102,4878.874
"BT_3845",12839.765,15164.685,14962.384,2921.322,959.16,1041.917,2615.665,1662,1542.126
"BT_3846",1627.357,1446.946,2004.436,639.971,194,136.083,485,491,255
"BT_3847",14565.355,17829.727,16255.528,4939,1252.954,1148,652,778,803
"BT_3848",20098.606,19809.528,19342.234,6133,1727.046,2420,6265.762,4000.235,3889
"BT_3849",11169.222,10184.206,10963.453,1546,254,243,1440.238,1054.765,753
"BT_3850",202.091,199.548,235.958,27,0,8,23,0,22
"BT_3851",36248.069,31214.499,28795.839,1836,693,727,1054,1769,887
"BT_3852",115782.549,121862.449,118632.558,2743,1914,1155,1870,2743,1606
"BT_3853",1830,2012,1889,1619,476,261,659,1011,394
"BT_3854",440,355,411,562,396,265,246,956,732
"BT_3855",173,182,177,200,145,152,43,281,135
"BT_3856",35.156,31,43,123,44,88,48,44,9
"BT_3857",1466.844,1484,1154,659,272,247,192,1236,714
"BT_3858",261,298,221,70,76,11,30,268,45
"BT_3859",163,132,213,55,42,70,29,175,61
"BT_3860",3260,4011.309,2744,1617,754,562,116,2821,1104
"BT_3861",662,500,418,67,30,40,34,251,14
"BT_3862",469.008,514,364,60,49,6,41,176,74
"BT_3863",420.992,465,437,194,132,70,66,135,103
"BT_3864",3224.695,3776,3291,384,137,121,74,365,190
"BT_3865",0,0,0,0,0,0,0,0,0
"BT_3866",30501.289,30869.105,27091.989,2267,1181,1083,1089.957,2326,1210
"BT_3867",0,0,0,0,0,0,0,0,0
"BT_3868",654.17,605,683,157,67,81,54,60,73
"BT_3869",8374.362,7796.552,6501.485,5266.729,1569,1937,2830,1443,1630
"BT_3870",5111.987,5233.448,4301.021,1721.271,522,492,594,705,726
"BT_3871",25801.188,25620.18,25933.898,1708,461,416,1455,1108,1111
"BT_3872",28319.65,32171.092,36198.311,3586.969,1275,1429,2606.854,3211,3122
"BT_3873",126827.66,133532.003,128957.19,4478.031,1368,1807,5325.146,3971,3823
"BT_3874",147,95,133,90,26,30,159,110,31
"BT_3875",1577.579,1080.066,1583.527,174.33,49,68,1367.901,413,169
"BT_3876",2577.948,3020.083,3814.63,259.347,332,231,511.099,372.14,297
"BT_3877",8514.461,8870.261,12799.491,1046.323,427,484,2005,1229.86,778
"BT_3878",6540.254,7429.589,8748.44,2341,1077,1094,5158,3336,1833
"BT_3879",338,285,356,39,3,22,31,9,29
"BT_3880",944.04,1351.949,1269.015,171.758,64,27,53,31.63,22
"BT_3881",2140.89,2236.051,1869.985,197.242,56,59,77,28.37,67
"BT_3882",8222.619,7138.05,7541.486,1803,846,806,886,1157.985,649
"BT_3883",1507.482,1363.876,1461.4,82,33,53,102,62.015,21
"BT_3884",777.804,1014.67,969.086,91,57,53,86,70,15
"BT_3885",47879.701,42891.972,32432.085,5916,2774,2566,1450,4985,1897
"BT_3886",1241,1115,1328,416,171,88,100,87,18
"BT_3887",0,1,0,0,0,0,0,0,0
"BT_3888",6478.391,6591.042,6243.996,4331.655,1306,1093,508,2492,2773
"BT_3889",18912.85,21471.9,18416.395,700.345,389,321,664,1026,561
"BT_3890",31890.592,25846.214,24678.63,4610,2113,1610,4497,3882,1872
"BT_3891",21,29.087,46.373,0,0,0,5,0,0
"BT_3892",7962.89,8315.443,7851.072,791,417,212,320,746,373
"BT_3893",918.407,1239.83,1171.142,360,278,163,114,215,244
"BT_3894",2368.806,2246.421,2379.639,311,102,102,92,188,157
"BT_3895",21043.041,24345.47,18384.218,2816,901,1215,983,977,1495
"BT_3896",457.279,316,406.319,62,89,25,52,69,12
"BT_3897",2184.767,1756,2520.686,346,101,102,70,168,99
"BT_3898",1137.955,1082,1130.622,490.294,237,111,114,450,451
"BT_3899",104,75,100.373,62.706,23,11,112,21,34
"BT_3900",0,0,0,0,0,0,0,0,0
"BT_3901",366,697,394,523,67,87,79,46,74
"BT_3901a",11316.723,13273.461,10871.783,5235,1387,1313,2480,1346,1640
"BT_3902",1216.706,1017,990.309,36,59,40,43.668,130,12
"BT_3903",2386.587,1925.32,2396.617,87,54,14,16.588,281,149
"BT_3904",1175.708,1189.68,1103.078,336,178,126,83.745,848,354
"BT_3905",7167.989,7429,6287.999,792,403,350,124,612,281
"BT_3906",1534.718,1506.914,1388.288,735,270,175,473,241.529,134
"BT_3907",780.282,778.088,738.695,306,126,112,147,224.471,361
"BT_3908",833.733,872.821,780.015,339.074,36,51,150,221,222.385
"BT_3909",4553.636,4333.179,3231.985,633.926,264,355,256,997.814,754.615
"BT_3910",1699.027,1888,1350,415,158,218,130,412.186,424
"BT_3911",37085,38445.09,37683.908,3109,1344,1187,2092,1299,1099
"BT_3912",8246.258,7538,7562,2157,723,453,2407,1436,1108
"BT_3913",456.872,491.002,464.001,5523.361,4159.953,1857.015,210,2228,906
"BT_3914",105.128,76.998,88.999,657.28,453.047,239.985,102,146,45
"BT_3915",1,8,13,24,27,0,0,41,2
"BT_3916",1318,1090,1081,152,134,72,81,116,6
"BT_3917",5735.016,5462,4938,2164,614,658,957,691,396
"BT_3918",8936.939,9188.161,8726.662,2375.196,424,436,219,315,312.665
"BT_3919",4087.529,5014.437,4352.972,380.804,168,63,78,249,276.116
"BT_3920",2151.494,2604.696,2515.532,189,136,154,45,46,5.219
"BT_3921",25738.983,31215.421,28307.37,2726,1021,1074,3298,1500,1463
"BT_3922",7199.31,8138.857,7008.156,332.531,185,88,141.78,376.226,311.598
"BT_3923",19425.151,18374.147,15871.443,137.469,48,129,67.22,218.774,144.402
"BT_3924",18977.749,16860.724,15391.928,1049,570,484,953,2729,1464
"BT_3925",35886.861,27739.811,33057.727,4714.307,1454,999,582.428,1200.904,683.333
"BT_3926",16565.046,15687.357,17647.77,1939.693,595,612,2194.572,955.096,711.667
"BT_3927",11634.549,8444.315,8492.971,732,338,237,795,945,329
"BT_3928",13795.817,13954.18,12132.899,1672.287,514,613,531,1549,894
"BT_3929",5424.007,6260.628,6384.184,121.713,78,148,201,97,147
"BT_3930",866.147,1237.387,1353.218,73.992,53,63,56,26,78
"BT_3931",1163.723,1206.204,1416.682,126.008,67,22,105,18,83
"BT_3932",32876.785,27311.355,24335.016,7345,3185,2924,5163,6741,5081
"BT_3933",169,137,172,33,16,59,30,0,33
"BT_3934",685,758,760,57,98,25,41,11,86
"BT_3935",1407.522,1363.428,1648.727,111,41,70,93,223,65
"BT_3936",1083.478,1267.572,1661.273,225,64,54,30,70,72
"BT_3937",1809.146,1888,2145,797,151,154,373,869,641
"BT_3938",12885.209,11150,9824.312,343,189,102,210,269,78
"BT_3939",9745.191,8661,10430.994,881,439,194,286,638,421
"BT_3940",0,1,1,4,0,0,0,0,0
"BT_3941",1595,1542,1396,816,245,113,296,370,346
"BT_3942",1885,1851.753,1869,2875,675,432,2500,1084,956
"BT_3943",5991.038,7611.357,6448.057,2975.643,544,456,403.962,662.837,656.798
"BT_3944",50349.048,50048.834,36728.561,16113.084,5127,4443,4775.038,7215.239,4629.202
"BT_3945",12343.986,15208.392,13208.909,558.603,197,160,128,341,319
"BT_3946",8979.15,10549.109,8997.165,1181.67,272,259,348,1330.254,1197
"BT_3947",1440.641,1766.631,1783.461,100,17,28,40,84.746,112
"BT_3948",3153.736,3913.645,4006.123,284,89,48,108,82,70
"BT_3949",24376.982,26370.566,24335.371,14830.497,3429.664,2290,4755.786,4197,4004.998
"BT_3950",20782.364,23973.465,22904.673,6498.503,2038.336,2790,2870.214,3540,3909.002
"BT_3951",2190,2346,1793,1032,160,156,173,583,458
"BT_3952",170,199,191,65,8,9,26,21,0
"BT_3953",133,98,81,17,13,23,23,34,11
"BT_3954",62,52,49,19,7,16,0,53,0
"BT_3955",224,206,125,79,26,30,40,0,6
"BT_3956",67,54,47,19,0,0,8,43,0
"BT_3957",2782,3430.076,3322,523,129,278,220,295,169
"BT_3958",1259.761,1559.366,1692.757,203,233,95,51,808,424
"BT_3959",3383.249,2930.634,2925.243,474,230,164,163,436,247
"BT_3960",223,330,411,105,62,35,21,95,123
"BT_3961",401,440,446,135,33,84,124,209,81
"BT_3962",2040.271,1854,1787,148.36,66,96,83,258,98
"BT_3963",1842.729,1888,1676,208.64,110,148,101,498,361
"BT_3964",290.821,366.003,408.509,46,0,0,21,49,1
"BT_3965",1234.182,1113.997,1150.491,200,92,74,50,382,175
"BT_3966",760.443,487,576.638,140,23,29,30,66,25
"BT_3967",306.557,305,320.362,14,0,21,19,94,20
"BT_3968",48,30,42,10,0,0,3,0,0
"BT_3969",1523,1572,1335,56,29,7,45,50,27
"BT_3970",1474,1117,925,1203,1013,972,1461,1689,546
"BT_3971",8255.001,7764.216,6982,200,101,137,316,526,249
"BT_3972",673.524,769,715.963,95,41,2,31,82,46
"BT_3973",48676.396,37721.438,35168.612,2670,658,518,1138,3065,2429
"BT_3974",4712.109,5647,5640.202,1261,292,478,2411,1060,854
"BT_3975",2668.026,1969,2161,561,159,82,428,182,144
"BT_3976",745.324,916.487,876.368,446.381,278,70,462.999,106,135
"BT_3977",2400.676,2485.515,2546.632,3572.619,1057,838,2026.001,1180,1011
"BT_3978",3740.001,3427,3027.115,906,394,202,267,284,230
"BT_3979",128.013,154,154.371,21,7,0,47,3,3
"BT_3980",356.702,389.683,420.737,123,36,16,52,54,41
"BT_3981",3290.298,2221.317,3801.892,756,422,269,1269,1384,571
"BT_3982",1350,1498,1312,301,72,21,126,183,36
"BT_3983",419,443,564.722,587,294,200,185,409,337
"BT_3984",54,39.69,51.146,67,41,11,4,6,15
"BT_3985",84,77.31,68.136,86.996,15,20,27,57,6
"BT_3986",86,107.097,63.997,69.004,33,40,48,44,15
"BT_3987",125.037,101.903,100,96,40.924,0,39,62,0
"BT_3988",1757,1576,1283,265,81.076,57,917,322,236
"BT_3989",74,90,98,33,5,15,38,0,19
"BT_3990",183,176,204,49,53,46,28.627,82,33
"BT_3991",1136.661,899,1005.51,161,97,75,107.373,454,258
"BT_3992",3623,3936,3258.377,4459,1735,1464,321,2045,1896
"BT_3993",118.924,112,104.114,27,0,27,63,13,0
"BT_3994",624.293,617,838,108,56,39,70,139,105
"BT_3995",24780.434,26973.56,26037.488,1002,346,380,866,1142,996
"BT_3996",20560.454,17547.937,15023.684,2075.302,745,583,287,479.154,314
"BT_3997",942.508,918.189,706.457,154.698,40,48,118,95.846,28
"BT_3998",6375,5848.977,6562.805,539,122,89,159,503,402
"BT_3999",17749.237,15763.528,15414.297,565.256,185,210,483,333.329,90.566
"BT_4000",3068.43,2788.072,3105.325,125.744,38,25,116,124.671,18.434
"BT_4001",4317.696,3376.722,4750.093,211,132,163,524,340,258
"BT_4002",4666.27,4499,5404.572,1368,455,214,210,310,82
"BT_4003",9104.733,13877.397,11341.068,1804,624,416,162,351,665
"BT_4004",1609.267,1674.73,1722,215,75,131,215,75,188
"BT_4005",32,67,42,22515,18208,11827,3724,25841,15072
"BT_4006",10596.184,10602.625,11332.865,217,65,84,279.277,280,166.002
"BT_4007",35082.283,41859.415,39683.531,1001,388,471,411.723,752,466.998
"BT_4008",3666.605,4507.274,4809.946,329,103,119,58,113,155
"BT_4009",361,333,350,66,31,35,49,77,0
"BT_4010",3523.434,3002.044,3787.977,965.785,289,381,1325.127,993,563.803
"BT_4011",398.137,440.956,577.023,77.215,59,30,322.873,149,23.197
"BT_4012",1696,1145,1411.027,179,48,48,508,264,78
"BT_4013",272,237.704,234,46,12,37,27,94,23
"BT_4014",36,29.296,17,21,0,0,6,22,0
"BT_4015",5,7,9,11,0,0,0,18,21
"BT_4016",0,0,1,0,0,0,0,0,0
"BT_4017",9,9,8.986,0,0,0,0,0,0
"BT_4018",49,31,22.014,10,0,0,50,18,0
"BT_4019",12,9,5,0,0,0,0,0,0
"BT_4020",1,1,3,0,0,9,0,0,21
"BT_4021",24,14,33,10,0,0,12,30,15
"BT_4022",10.001,10,17,4,6,27,6,34,17
"BT_4023",0,0,0,0,0,0,0,0,0
"BT_4024",0,0,0,0,0,0,0,16,0
"BT_4025",0,0,0,0,0,0,0,0,0
"BT_4026",4,14,2,5,0,0,1,0,0
"BT_4027",2,1,0,0,0,0,0,0,0
"BT_4028",10,23,6,2,0,0,0,4,0
"BT_4029",48,22,28,5,0,15,37,0,37
"BT_4030",12,12,22,14,10,0,8,0,0
"BT_4031",0,1,9,2,0,0,3,0,0
"BT_4032",20,13,7,23,0,0,3,0,0
"BT_4033",52,54,26,22,0,0,0,0,7
"BT_4034",18269.971,15856,16034.855,10033.251,4870,3814,1838,4127,5064.468
"BT_4035",1563.029,1497.237,1481.145,6339.749,1797,1154,1568.229,6086,3386.532
"BT_4036",1965,2602,2239,17182,6641,4032,2360.771,2193,2177
"BT_4037",57,62,52,40,0,13,48,0,15
"BT_4038",161,76,107,42,20,39,20,34,22
"BT_4039",93,67,71,92,18,0,25,50,28
"BT_4040",46,21,37,45,0,10,8,11,18
"BT_4041",17421.798,16705.8,16533.535,3669,1273,1151,3225,1813,1440
"BT_4042",1038.146,1133.705,1386.891,93,40,17,58,87,129
"BT_4043",1468.204,1610.495,2001.614,167,71,114,135,192,112
"BT_4044",1106.153,1476.786,1169.122,259,27,20,140,86,42
"BT_4045",11668.041,13437.214,11932.878,2795,1436,1395,883,3024,2172
"BT_4046",2038,1627,1859,1328,432,392,1474,714,448
"BT_4047",154574.299,163384.42,147721.438,16822,5462,4401,5419,6897,5225
"BT_4048",4098.325,4313.514,5548.188,174.217,127,68,91,209.052,65
"BT_4049",13857.887,16074.047,14716.885,884.783,272,411,84,576.948,515
"BT_4050",3401.374,2889,3171.042,545,286,98,352,739,356
"BT_4051",1269,1236,1337,42,13,0,48,66,10
"BT_4052",1587,1572.152,1642,903,481,253,57,207,152
"BT_4053",14389.734,14317.137,11555.784,3043,816,610,1121,2442.907,1580
"BT_4054",531.993,457,523.216,47,7,29,13,55.093,64
"BT_4055",148,82,103,25,0,15,13,13,0
"BT_4056",78,73,60,19,14,0,12,0,31
"BT_4057",15646.793,16413,14763.999,8799,2006,2032,1149,5085,4599
"BT_4058",8222.339,6190.552,7212.605,110,57,54,72,195,148
"BT_4059",11639.602,11642.549,11774.134,434.972,121,164,54,132,148
"BT_4060",4867.457,4661.544,5789.742,138.028,83,29,59,86,87
"BT_4061",456.384,395.777,514.568,0,8,0,6,7,0
"BT_4062",1526.949,1527.256,1744.738,31,16,12,10.748,78,37
"BT_4063",797.884,1076.153,1191.302,32,17,0,17.252,63,0
"BT_4064",9620.063,10732.152,11412.797,214,92,31,82,248,161
"BT_4065",13553.355,15531.469,17777.344,740,229,236,113,547,335
"BT_4066",20425.894,16357.418,16287.601,298,143,192,322,1029,229
"BT_4067",1168.698,989.285,1129.159,9,8,0,12,1,32
"BT_4068",1619.477,891.345,1350.027,19,12,7,262,94,25
"BT_4069",3916,4257.026,3209,12824.455,3016,2984,29951,5529,5855
"BT_4070",2,3,2,16.545,4,0,102,9,5
"BT_4071",53.024,44.852,29.706,65.602,7,63,11,68,32
"BT_4072",460.976,548.148,482.294,488.398,168,45,466.629,399,277
"BT_4073",306.609,384,451,319,38,75,260,108,120
"BT_4074",448.391,486,576,88,51,31,96,134,95
"BT_4075",234,280,302,148,46,45,152,90,77
"BT_4076",439,506,507.84,139,36,23,64,122,17
"BT_4077",32,29,25.16,98,9,13,39,0,63
"BT_4078",37,26,28,81,16,10,376,19,28
"BT_4079",52,47,31,217,35,70,321.61,41,39
"BT_4080",169.601,194,206,168,66,61,150.39,85,33
"BT_4081",174.399,254.572,223.728,286,47,84,132,113,42
"BT_4082",170,195.428,257.804,87,13,13,79,51,10
"BT_4083",67,104,130.469,96.381,28,5,126,66,6
"BT_4084",513,430,424,2522.619,548,333,5145,444,353
"BT_4085",159,115,114,111,46,60,71,9,0
"BT_4086",11,3,1,19,7,0,9,0,0
"BT_4087",67,68,92,116,43,29,58,20,48
"BT_4088",167.216,217.979,249.333,101,21,33,93,50,26
"BT_4089",159.784,184.283,198.993,158,0,34,84,25,0
"BT_4090",518,460.737,511.674,615,57,73,1776,370,264
"BT_4091",291.935,392.678,397.139,112,18,14,46,64,43
"BT_4092",280.303,337.322,370.861,76.305,20,53,31,74,53
"BT_4093",1664.682,1897.082,1393.486,272.695,69,64,118,128,94
"BT_4094",328.746,302,248.048,114,7,11,133,203,67
"BT_4095",330.333,351,285.466,66,25,28,88,10,8
"BT_4096",209,167,161,70,45,22,184,87,114
"BT_4097",1715.341,1861.517,1602.529,122,3,106,41,55,51
"BT_4098",3778.09,3701.343,4055.868,330,32,62,208,346,213
"BT_4099",9970.687,10571.086,11159.997,332,161,116,197,290,256
"BT_4100",7251.011,7594,7347.215,2043,684,612,561,1565,1206
"BT_4101",81856.48,80935.246,74501.819,6549,2052,2032,3738,3015,2563
"BT_4102",345.293,386.999,463.456,123,19,19,10,68,18
"BT_4103",4685.27,4345.001,4407.897,519,170,182,373,387,203
"BT_4104",5637.127,4820,4660.151,787,337,401,590,642,375
"BT_4105",400,537,590,24,30,0,4,62,66
"BT_4106",3396.793,2972.887,3463.498,125,61,43,97.992,169,62
"BT_4107",7138.207,7306.113,7414.69,1225,275,184,242.008,422,471
"BT_4108",2564.996,2625,2202.625,2103,872,645,179,342.854,204
"BT_4109",600,450,388.375,276,64,58,61,176.146,155
"BT_4110",1239,1236,1033.018,542,173,147,278,449,432
"BT_4111",7906.105,7822,7282,1448,501,331,540,733,551
"BT_4112",488,318,313.907,463.956,111,75,520,308,87
"BT_4113",19,10,20.093,23.044,5,31,42,78,9
"BT_4114",66,68,89,59,26,15,164,128,5
"BT_4115",207,210.288,220.017,263,122,55,100,20,26
"BT_4116",762,549.712,474.983,88,14,14,33,23,0
"BT_4117",146,207,180,21,0,45,21,12,10
"BT_4118",972,1117,946.406,80,59,10,113,38,43
"BT_4119",43,46,25,17,11,9,14,75,0
"BT_4120",39,38,40,29,0,31,29,57,0
"BT_4121",126,140,128,121,53,44,57,86,30
"BT_4122",258,223,211,26,0,26,77,24,43
"BT_4123",33,31,6,8,0,0,6,45,18
"BT_4124",225,184,233,408,143,145,390,325,307
"BT_4125",1731,1838,1775,339,132,157,86,197,152
"BT_4126",10386.264,9727.546,9439.786,2333,1013,716,780,787,667
"BT_4127",7046.736,6905.912,7194.215,809,302,448,443,715,480
"BT_4128",18820.956,13553.972,14010.196,2260,727,1043,1263,3720,2713.989
"BT_4129",12827.537,12798.155,15491.476,1754,889,564,392,825,838.011
"BT_4130",6894.096,6252.094,6021.376,282,134,153,395,1093,456
"BT_4131",22030.052,19417.149,17779.925,1985,980,559,1350,1475,690
"BT_4132",114.996,76,51,253,6,34,1740,316,222
"BT_4133",27.004,33,40,12,0,0,52,28,0
"BT_4134",19,14,36,10,13,11,6,0,0
"BT_4135",574,512,469,70,22,10,19,13,32
"BT_4136",68,61,75,5,0,18,11,0,0
"BT_4137",735.96,640,812,396,148,70,530,242,130
