"","GC124697","GC124698","GC124699","GC124700","GC124701","GC124702","GC124703","GC124704","GC124705","GC124706","GC124707","GC124708","GC124709","GC124710","GC124711"
"BT_3458",3700.998,5542.569,10338.335,8423.437,6445.057,6637.682,545,519,682,40,66,86,9,86,35
"BT_3459",2179.002,6031.431,12355.45,9269.666,4885.943,5238.255,261,321,388,78,40,149,81,190,51
"BT_3460",1672,2661,2917,1984,1454,1829,281,553,546,50,54,108,9,107,44
"BT_3461",11692,7929,12416.724,16822.947,15000.693,18545.31,1374,3065,2760,217,225,371,88,221,117
"BT_3462",10025,13318,20240.845,31515.494,25046.033,29307.706,5164,6965,6153,1692,2118,2075,265,1228,475
"BT_3463",2445.467,3878.089,4084.618,3736.109,2287.817,2997.955,219,153,143,99,86,85,32,112,40
"BT_3464",13007.481,11114.58,13979.38,17387.627,15785.693,19319.461,1922,3712,2815,2144,2279,2931,235,780,467
"BT_3465",35029.052,21705.912,28370.849,37525.18,40304.427,41857.38,5442,19162,8454,6332,7685,9373,724,4669,1756
"BT_3466",0,3,2,5,1,0,5,0,6,8,0,0,0,0,0
"BT_3467",9770,5055,7772.004,4315,5487,5275.046,1152,1856,1444,430,591,483,80,232,117
"BT_3468",219,151,246.411,41.001,51,64,9,6,22,41,11,20,0,19,1
"BT_3469",947,1124,2136.516,1425.984,1015,1078,75,118,150,139,79,141,88,388,115
"BT_3470",1697,1650,2503.417,4035,3178,3768,60,126,82,35,46,123,60,136,50
"BT_3471",3,15,61.388,10.079,15,22.211,0,0,0,0,0,0,0,0,0
"BT_3472",11692,8757,8287.267,6653.921,4840,5232.789,446,565,343,264,303,328,83,349,163
"BT_3473",32,42,43,87,66,68,19,24,9,12,26,26,0,10,13
"BT_3474",25,61.424,45,21,43,33,16,31,42,16,22,37,11,43,9
"BT_3475",47,47.576,85,185,129,116,107,113,88,49,0,60,27,20,30
"BT_3476",18,20,26,30,13,21,10,17,12,0,8,0,0,18,5
"BT_3477",208,156,205,207,105,116,53,89.714,143,31,10,16,12,85,36
"BT_3478",1745,2863,3851,6076,2645,2848,2202,2710,3934,188,188,311,110,620,283
"BT_3481",8,2,3,4,0,2,6,10,14,18,0,0,0,0,0
"BT_3482",36,41,45,87,35,59,115,117,241,0,1,23,0,10,16
"BT_3483",47,73,125,101,53,48,91,63,123,27,23,7,0,17,0
"BT_3484",102,98,127,232.774,111,139,131,43,78,0,6,51,0,37,10
"BT_3485",34,18,45,97.226,62,38,59,13,49,12,16,0,13,4,17
"BT_3486",42,101.234,133.68,260,189,176,600,535,1049,10,29,53,35,78,9
"BT_3487",177,208.766,203.321,826,659,838,57,116,112,23,56,88,10,57,32
"BT_3488",45,94,133,255,209,236,36,84,125,37,56,43,0,55,12
"BT_3489",29,44,81,130,94,98,17,37,31,30,0,12,0,0,6
"BT_3490",705,2041,2821,3574,1269,1621,984,1103,1346,70,43,71,0,99,39
"BT_3491",1,3,0,2,10,8,0,7,8,0,0,0,0,0,0
"BT_3492",46,57,111,71,84,44,28,76,135,13,0,3,0,11,12
"BT_3493",284,258,303.466,1175.923,890.916,1041,83,145,139,7,0,44,0,29,15
"BT_3494",106,233,287.08,292.077,159.084,187,119,78,141,50,29,30,9,60,44
"BT_3495",201,282,286.454,536,506,545,141,315.997,255,136,183,204,42,114,74
"BT_3496",22,46,73,42,38,37,26,12.003,13,0,0,22,19,57,35
"BT_3497",7,7,31,77,19,15,72,51,30,6,0,0,0,7,0
"BT_3498",1,12,8,2,1,5,0,0,0,0,9,0,0,0,0
"BT_3499",11,6,9,8,15,4,11,6,23,0,0,14,0,0,0
"BT_3500",13,42,47,57,24,13,34,27,107,0,2,0,0,13,0
"BT_3501",12,14,23,6,9,7,8,7,11,0,0,0,0,0,7
"BT_3502",0,0,0,2,3,2,0,0,11,0,0,0,0,0,0
"BT_3503",31,29,15,5,11,14,3,6.286,16,0,4,0,0,2,0
"BT_3504",51,39,76,164,156,150,219,143,236,0,14,8,0,33,0
"BT_3505",39,95,118.745,116,76,89,54,90,69,7,0,23,0,3,8
"BT_3506",26,93,82.255,87,30,43,76,44,102.7,0,0,29,0,45,0
"BT_3507",96,40,59,53,77,54,53,38,27.3,0,9,63,11,48,28
"BT_3508",291,549,802,347,278,323,125,168,234,70,102,126,25,164,30
"BT_3509",411,723,899,359.571,267.819,389,115,108,178,0,20,42,11,58,28
"BT_3510",46,88.774,168.683,46.429,29.181,17,16,32,28,11,11,4,0,11,30
"BT_3511",184,480.226,675.366,897,462,561,609,386,695,382,264,352,87,346,169
"BT_3512",40,70,67,82,68,81,16,15,0,0,7,0,0,12,26
"BT_3513",37,29,44,211,144,170,25,33,60,0,12,25,0,5,0
"BT_3514",518,318,604,1905,1983,1818,1260,1290,1523,241,270,299,0,153,55
"BT_3515",2647,6044,9215.023,3008,1421,1894,886,1352,1454,71,113,163,31,274,94
"BT_3516",323,613,1087,1338,1075,1028,893,1100,1215,121,309,427,128,831,303
"BT_3517",1031,898,1043,1375,896,1067,393,312,459,26,3,8,0,24,7
"BT_3518",597,2252,3316.716,4056,1765,2737,8536,9171,13629,148,207,322,82,504,264
"BT_3519",238,669,980.962,502,257,284,635,769,1683,127,184,208,53,320,196
"BT_3520",174,359,403.027,269,185,254,38,95,100,16,51,13,67,53,35
"BT_3521",82,193,303.227,240,137.532,181,168,114,306,12,56,7,0,65,18
"BT_3522",9,66,131.867,142,40.468,87,41,56,64,0,0,15,8,44,17
"BT_3523",333,338,496.917,448,307,300,174,155,230,70,89,142,35,93,91
"BT_3524",76,139,128,127,142,114,18,28,48,14,17,17,0,6,11
"BT_3525",126,104,157,139,142,195.996,33,12,29,0,15,24,0,24,19
"BT_3526",239.154,361.333,469.668,313,261,365.833,130,138.841,130,9,22,70,21,141,65
"BT_3527",1148.846,1369.667,1393.332,942,744,812.171,301,241.159,450,31,73,165,0,155,45
"BT_3528",1433,1048,1068,1210.626,1325,1413,213,573,303,133,130,90,0,182,39
"BT_3529",334,629,582.513,291.374,176,276,16,65,23,0,35,66,0,21,49
"BT_3530",528,676,555.013,536,435,453,52,32,55,18,48,56,0,17,37
"BT_3531",273,275,405.475,232,197,160,0,17,25,11,33,29,23,17,0
"BT_3532",191,152,197,184,191,123,8,42,26,0,28,47,0,67,9
"BT_3533",182,175.001,275,88,83,58,37,45,50,0,0,3,0,10,0
"BT_3534",117.64,140.999,279,72,41,24,45,23,52,0,0,46,0,18,0
"BT_3535",349.36,322,581,171,152,191,55,39,110,9,44,66,7,41,0
"BT_3536",1071,2369,4201.967,1074,846,860,249,444,590,79,53,100,0,70,30
"BT_3537",2,19,30.056,9,0,0,0,3,5,0,0,0,0,0,0
"BT_3538",656,2116,3237.319,1154,643,741,195,185,278,55,27,68,16,54,17
"BT_3539",41,25.363,71.693,31.525,14,22,0,1,6,0,0,6,0,14,0
"BT_3540",404,630.637,987.307,260.475,115,132,67,58,39,0,3,4,0,5,0
"BT_3541",5,48,28,1,1,10,6,1,0,0,0,7,0,0,6
"BT_3542",2,12,24,20,8,15,16,34,30,12,19,0,0,0,0
"BT_3543",80,52,63.267,78,53.001,80,26,28,5,18,21,28,0,0,0
"BT_3544",18,11,24.733,33,24.999,35,11,10,28,0,9,0,0,0,0
"BT_3545",23,53,59,93,52,34,64,18,52,0,0,0,0,16,10
"BT_3546",424,250,576,717,809,814,67,151,168,34,26,62,15,76,6
"BT_3547",96,100,138,165,187,176.022,35,58,40,53,11,33,22,70,45
"BT_3548",1057,1824.079,3047.025,1005,605,675,178,194,213,9,10,38,4,39,5
"BT_3549",1374,1419,1983,2694,1956,2338,380,526,601,282,436,581,169,802,500
"BT_3550",26957.799,15230,19931.092,40468,47752,46610,5344,11662,6239,2537,3367,3989,360,1881,813
"BT_3551",2942,5873.682,6582,4543,2639.001,3881,401,964,1086,152,349,394,92,431,265
"BT_3552",13185.899,18757,36949.28,10283.209,6995,7045,1839,1939,2838,884,745,1161,170,1118,637
"BT_3553",525,1454,1891.379,222,219,248,74,39,130,0,23,17,0,28,10
"BT_3554",403.007,635,1411.702,1458,1137,1224,501,800,918,16,16,17,0,11,14
"BT_3555",2192,3381,5713.498,5242,3443,4032,356,444,583,30,33,148,0,157,59
"BT_3556",504,579,542,204,173,275,58,96,73,16,49,110,32,123,134
"BT_3557",1180,1399,1492.501,486,532,577,548,489,907,46,40,46,0,65,7
"BT_3558",5835.001,5281,6289.028,2488.309,1349.666,1898.462,51,100,143,48,79,72,0,327,96
"BT_3559",2470,3475,5467.47,8616.691,2936.334,3018.538,1952,1282,1903,65,60,74,9,152,46
"BT_3560",20723,23586.788,25950.832,14388.182,8118.998,9725.138,844.614,1195.009,1342.673,336,270,448,131,382,178
"BT_3561",2659,7419.967,9464.218,4665.977,1763.305,2283.167,176.947,177.991,296.97,75,142,176.399,7,271,100
"BT_3562",6262.68,11123.051,17137.668,10233.839,2994.698,3701.28,1229.439,917,1222.357,1153,1733,2796.601,796,4409,1775
"BT_3563",1240.32,1252.194,1895.32,697.002,314,393,122,136,205,100,116,111,26,351,101
"BT_3564",204,546,1066,110,62,75,35,46,23,0,0,8,0,2,0
"BT_3565",1194,1267,2437.005,15376,15373.287,14973.027,3435,3992,5788,939,1154,1354,313,1398,534
"BT_3566",2444,1512,1853,24800,24797,28000.013,1400,3026,1999,489,561,475,73,303,126
"BT_3567",18637,10625,11657.656,162389.425,164495.575,158678.74,9616,12289,12492,6023,7282,7308,770,2905,1315
"BT_3568",7727,5161.413,6086.409,30976.202,27209.028,29943.221,379,628,394,165,236,232,31,148,97
"BT_3569",11995.03,14970.587,16121.003,174805.764,218702.895,240902.613,4300,9474,6049,2410,2571,2917,316,1267,680
"BT_3570",862.956,1200,2382.138,1013,1050,1141,157,152,180,59,70,67,6,37,27
"BT_3571",765.044,472,1123.3,43,43,78,0,5,5,28,0,0,0,0,0
"BT_3572",46,67,163.36,25.133,18,28,15,14,42,8,0,11,17,20,0
"BT_3573",40,37,90.69,30.867,76,33,35,35,88,22,38,55,28,21,0
"BT_3574",7,8,28,4,7,2,11,0,0,0,0,0,0,0,0
"BT_3575",20,32,30,28,14,11,88,61,97,22,23,28,8,43,5
"BT_3576",13363,10712,11741.008,6304,5875,5808,422,370,540,404,399,500,46,279,87
"BT_3577",25256.792,12716,14557.648,6413.352,6280.439,7410.558,200,340,210,46,70,45,0,39,9
"BT_3578",22226.596,10585,12913.685,12637.648,13710.19,16235.75,191,399,253,62,71,134,21,51,45
"BT_3579",19257.776,22958.681,26721.696,23754.385,16892.371,18642.043,1365,2067,2249,438,550,605,109,498,296
"BT_3581",755,649,1073.026,376,369,375,62,145,196,34,53,146,24,22,16
"BT_3582",1,13,16,1,2,0,0,0,0,0,0,0,0,0,0
"BT_3583",177,361,554.009,129,103,147,0,10,4,0,0,0,0,7,0
"BT_3584",95,145,198,78,33,33,6,7,12,0,0,0,0,10,1
"BT_3585",164,331,465.31,183,147,139,53,68,116,17,70,92,0,174,83
"BT_3586",421,451,578.139,309,263,315,271,308,277,8,28,22,0,58,6
"BT_3587",503,287.537,248.397,83,69,149,0,1,0,0,0,0,0,0,0
"BT_3588",296,185.463,208.765,137,155,226,21,25,19,0,5,0,0,0,0
"BT_3589",135,202,227.388,78,65,88,3,6,0,12,0,0,0,0,14
"BT_3590",137,224,389,498,514,503,60,60,142,0,12,0,0,2,17
"BT_3591",14,63,86.071,36,13,30,15,5,15,0,0,0,0,9,7
"BT_3592",404,350,472.868,528,606,554,207,234,192,12,2,11,0,42,13
"BT_3593",71,132,238.934,107,69,96,121,212,202,0,8,0,0,0,0
"BT_3594",132,138,184.197,80.007,79,58,24,19,10,14,3,9,12,0,3
"BT_3595",108,221,299.327,155.993,161,133,39,10,27,0,0,0,0,4,0
"BT_3596",82,209,228,108,86,78,20,8,28,14,12,0,0,5,0
"BT_3597",712,481,608.8,663,729,766,71,109,22,11,36,51,0,11,5
"BT_3598",49,163,228.2,108,71,78,17,70,70,0,0,0,0,0,4
"BT_3599",167,279.172,335.291,110.688,55.779,75,8,32,42,0,0,0,0,9,10
"BT_3600",18,73.828,105.709,81.312,25.221,44,22,37,13,0,6,0,10,0,0
"BT_3601",50,128,143,221,130.003,227,4,4,10,0,3,0,0,7,0
"BT_3602",383,390,502,234,197.997,238,17,23,28,40,25,26,28,0,19
"BT_3603",212,257,281.245,40,75,85,10,22,9,0,9,17,0,30,17
"BT_3604",162,363,374.755,144,97,120,54,56,71,0,0,14,0,31,0
"BT_3605",45,144.22,134,38,14,30,0,5,14,0,0,0,0,10,0
"BT_3606",652,549.79,603.68,143,243,263.039,51,72.417,85,0,47,31,0,58,24
"BT_3607",87,166.99,244.321,106,43,52,155,232.583,180,0,10,0,22,31,11
"BT_3608",213,277,318.307,118,79,75,22,64,65,0,17,17,0,16,3
"BT_3609",487,1135,1587.693,1053,488,676,245,654,664,12,28,107,0,17,56
"BT_3610",138.091,689.851,1166.667,1156.139,668,735,309,300,740,88,40,134,34,90,40
"BT_3611",27618.464,43467.513,48652.856,25459.942,16550.011,21447.937,1951,2558.991,3102,724,835,1424.459,464,2145,874
"BT_3612",4241.445,4476.501,9232.508,5669.92,5780.129,5356.398,117,145.009,146,200,79,107.541,9,151,90
"BT_3613",788,1091,1329,1977,1494,1906,710,1221,1145,93,122,105,0,84,37
"BT_3614",0,22,32,15,13,19,24,7,54,0,15,17,0,0,0
"BT_3615",8,5,11,46,74,59,12,25,47,0,0,23,0,0,0
"BT_3616",11,8,14,107,117,102.982,32,50,18,14,10,12,0,16,0
"BT_3617",2,8,10,21,22,23,0,19,13,20,0,0,0,0,0
"BT_3618",761,406,635.871,316,379,372,24,0,4,0,0,7,0,0,5
"BT_3619",44,167,194.301,34,23,21,10,0,0,0,0,4,0,0,0
"BT_3620",878,770,999.828,314.467,481,515,24,33,9,0,0,46,0,41,0
"BT_3621",1328.498,1370,1590.516,643.535,593,701,35,15.249,20.126,0,21,35,0,96,27
"BT_3622",1927.502,2591.113,4017.352,5285.467,4470.533,4088.787,667,583.751,623.874,169,169,183,0,285,72
"BT_3623",1083,1385.887,1925.218,980.531,881.48,1058.213,184,238,201,23,6,50,43,39,0
"BT_3624",3152,9581,17511.366,2221,1316,1619.003,95,158,186,0,0,9,0,0,0
"BT_3625",7844,7906.042,9135.186,2610.342,1925,2262.669,51,53,25,0,45,6,19,0,0
"BT_3626",2502,2407.958,3294.132,1243.658,914,1277.328,25,54,23,0,20,19,0,0,0
"BT_3627",1080,2452.839,2599.78,531.241,265.016,519.003,17,3,20,0,0,0,0,0,0
"BT_3628",19276.559,12000.466,16731.807,45514.4,40700.326,37287.039,64,94.616,66,49,55,29,0,9,0
"BT_3629",4734.648,6798.722,12872.179,6724.159,5258.482,6786.958,133,468.384,327,43,14,52,0,16,21
"BT_3630",50056.014,40805.09,60196.301,64122.19,59753.102,53571.363,316,174,180,7,38,45,18,64,0
"BT_3631",52755.656,31173.37,36564.453,10352.504,11345.048,14705.018,122,144,111,25,74,46,26,29,14
"BT_3632",27159,23359.907,34865.672,10968.263,9891.427,13708.575,81,145,107,0,56,98,0,39,33
"BT_3633",112092,65896.097,90204.731,47803.233,49241.525,55847.632,583,989,928,220,172,225,17,285,34
"BT_3636",27852,28751.444,37134.722,8130,6586,7765,477,859,956,142,326,207,60,267,131
"BT_3637",5530,7937.394,10750.182,22556,20703,23667.46,3688,6476,5241,1471,2050,2266,28,590,455
"BT_3638",14569,12875,14657.341,14618.707,12982.319,14053.26,1014,1317,1368,484,562,589,88,440,146
"BT_3639",5436,3760,5735.995,2913.293,2441,2823,23,67,51,23,23,46,48,92,21
"BT_3640",1155,805,1677,1275,1311,1315,127,118,95,5,93,123,0,99,79
"BT_3641",104,161,230,502.016,266,395,15,16,3,0,0,6,0,0,0
"BT_3642",7919.001,4843,6984,10777.984,12142,12545,2232,3776,3712,619,648,791,104,346,176
"BT_3643",790,749,1079,993,771,782,38,19,70,0,0,0,0,4,13
"BT_3644",2855,4523.272,6496.697,3581,2398.086,3366.633,588,1026,1371,90,203,152,70,255,163
"BT_3645",8408,8008.728,11231.303,5968,4648.914,5527.367,377,1171,975,125,174,207,36,133,101
"BT_3646",7255,6732,12695.513,19261.093,19268.458,20983.819,4591,6357,8533,226,458,499,42,289,159
"BT_3647",2298,2525.571,3075.678,4057.869,3473.274,4052.183,80,134,156,42,146,84,41,46,41
"BT_3648",9721.924,8760.429,16189.404,22600.532,18573.453,21354.874,688,862,932,524,421,485,48,737,314
"BT_3649",16225,9527,13841.918,14815.505,12878.745,14005.811,564,447,494,542,619,858,225,1195,489
"BT_3650",137,269,352,228,104,166,52,66,70,14,0,15,0,0,0
"BT_3651",48,112,139.51,45,24,14,11,12,0,0,5,0,0,0,0
"BT_3652",30,76,91.49,24,20,17,30,16,14,0,0,7,0,0,0
"BT_3653",5,23,39,30,13,14,0,15,3,0,0,0,0,11,0
"BT_3654",1523,1252,1565.838,1576.047,1439,1546,268,191,179,98,33,56,0,96,36
"BT_3655",43,111,151.671,56.953,16,51,32,26,19,0,0,0,0,0,0
"BT_3656",160,198,292.491,76,54,79,16,44,7,23,8,9,0,7,6
"BT_3657",355,202,335,215,212,220,47,75,126,23,21,76,0,10,0
"BT_3658",3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"BT_3659",119,195,335.048,65,33,50,4,0,0,0,6,9,0,39,22
"BT_3660",664,1860,2577.952,635,315,474,102,289,158,14,28,35,11,53,26
"BT_3661",287,481,996,1099,848,1028,621,750,1006,95,37,80,0,85,39
"BT_3662",2129,1017,1376,1460,2069,1607,294,281,501,93,91,86,14,62,18
"BT_3663",304,269,419,214,193,158,7,48,52,0,6,0,6,8,0
"BT_3664",64,175,195,96,60,73,22,38,92,0,9,0,0,55,0
"BT_3665",52,177,284.002,224,115,141,95,139,153,71,0,54,55,106,33
"BT_3666",137,59,87.002,62,64,76,13,5,18,18,34,74,0,87,16
"BT_3667",81,49,79,80,58,72,16,55,45,77,22,66,37,42,79
"BT_3668",24,29,14,2,15,10,22,5,33,0,3,0,0,9,0
"BT_3669",0,11,14,10,2.004,4,0,1,0,0,12,0,0,0,3
"BT_3670",16,55,55,58,57.996,55,73,60,117,0,25,10,0,44,2
"BT_3671",45,43,57,49,55,39,8,34,33,0,0,21,0,16,12
"BT_3672",0,22,12,4,5,5,29,0,12,0,0,0,0,0,3
"BT_3673",1820,1826,4168,4236,4494,5339,1020,1201,1372,105,170,372,56,181,86
"BT_3674",134,129,230.243,51,52,39,27,15,19,0,0,20,24,0,8
"BT_3675",63,86,156.757,88,72,68,52,18,41,0,30,17,0,16,4
"BT_3676",487,404,604.858,529,516,636,128,235,372,114,111,100,16,102,34
"BT_3677",263,331,446.142,378,246,323,52,119,97.335,24,86,95,43,77,36
"BT_3678",196,238,425,161,109,161,96,59,105,27,41,41,15,57,7
"BT_3679",28,31,72.481,82,111,144,166,126,157,46,36,80,6,17,0
"BT_3680",108,114,148.519,70,102,96,95,42,112,19,9,15,17,34,27
"BT_3681",55,81,77,48,48,69,16,16,33,0,19,0,0,14,9
"BT_3682",19,13,8,24,9,10,0,19,1,0,8,3,0,6,4
"BT_3683",1359,998,1074,1995,1646,1782,438,483,496,87,141,176,34,80,47
"BT_3684",0,0,0,0,0,5,0,1,0,0,0,0,0,0,0
"BT_3685",435.736,713,863.762,710.89,516.376,631.917,184,333,500,37,7,16,32,5,42
"BT_3686",939.264,763,1510.288,1278.333,1222.894,1342.816,73,50,115,9,39,29,0,26,4
"BT_3687",3226,2197,2519.95,2560.777,2196.73,2424.267,192,187,163,125,257,209,31,108,75
"BT_3688",6696.589,8876.014,5834.77,2592.981,1748.606,2606.097,31,18,85,19,1,43,45,40,22
"BT_3689",9415.411,15919.763,13230.99,7293.624,4216.906,5841.045,245,376,360,133,90,165,0,128,100
"BT_3690",12765.951,6423.774,16789.603,45921.208,57742.605,44648.622,3859.775,3113.125,3563.53,350,412.001,482,99,146.586,107
"BT_3691",1377.049,1651.449,2696.105,2295.159,1828.024,2149.378,722.225,877.875,1387.47,46,29.999,85,15,89.414,30
"BT_3692",21424.021,27208.902,32768.583,52979.472,39128.59,46249.819,946,1661,1241,1359,1423.863,3067,1049,4012.061,1478.384
"BT_3693",31433.479,28381.786,34475.262,37331.466,30931.157,35876.063,4025,5545,3015,2622,3063.137,4948,1351,6996.939,2998.616
"BT_3694",4195,3447.312,5658.804,13873.062,14989.554,14861.21,176,236,288,96,17,69,0,44,26
"BT_3695",6493,1961,2997,4144,5289,5737.435,834,1489,893,167,212,228,73,159,38
"BT_3696",7776.039,4787.334,6167.437,1688.32,1438.948,2270.926,290.416,576.822,492.443,80,86,107,29,193.555,77
"BT_3697",10152.739,9283.666,10977.829,5751.68,5052.052,5415.777,972.584,1208.178,1369.557,576,362,597,92,590.445,232
"BT_3698",428,424,542.033,41,29,63,9,9,51,0,18,0,0,28,13
"BT_3699",1759,2274.101,3571.283,119.155,103,176,20,75.227,20,0,31,39,22,46,21
"BT_3700",596,1244.899,1638.672,16.845,14,21,21,22.773,9,0,0,21,0,28,0
"BT_3701",6511,5311,6050.541,130,181,165,29,31,87,4,11,22,0,27,0
"BT_3702",4365,6059,7253.472,478,435,545,127,169,158,33,41,121,30,63,36
"BT_3703",13950,12249,13268.674,1360,1060,1354,571,931,1356,50,80,33,76,113,97
"BT_3704",1304,3686,4018.339,407,183,242,112,105,235,0,0,20,61,62,15
"BT_3705",2053,1788,2502,3624,4078,3681,340,480,540,68,80,114,21,65,38
"BT_3708",2616,3357,5794.093,2350.27,1818,2454,965,1589,2135,413,429,809,140,1267,452
"BT_3709",6651.007,9598,16046.134,2076,1476,1644,367,563,470,124,143,221,35,421,190
"BT_3710",242,108,225,79,185,129,82,110,92,0,7,34,26,0,0
"BT_3711",5739.513,10093.462,23376.567,14820.811,9760.887,10123.105,1737,1522,2868,116,167,211,18,83,41
"BT_3712",16550.776,15052.968,24880.674,9648.734,9033.528,9695.391,435,613,598,116,111,210,54,185,70
"BT_3713",3122.711,3207.57,5221.266,3356.827,3431.776,4952.964,68,168,82,24,8,65,0,95,18
"BT_3714",6767.975,7160.267,9256.922,7904.643,6065.043,6241.14,494,396,712,134,168,194,58,188.443,94
"BT_3715",18049.025,7397.733,13612.639,61721.083,70052.429,58343.513,4044.616,3015.939,4754,489,512,582,44,251.557,105
"BT_3716",556,666,1232.591,640.332,613.153,825.352,107.384,34.061,80,40,15,51,19,68,40
"BT_3717",5835,5697,5600.558,6150,5122.034,6045,95,222,222,190,210,231,62,203,130
"BT_3718",5548,4081,5775.11,10992,12464.181,13978,405,498,568,149,170,270,83,528,68
"BT_3719",2608,3663,4218,4019,2967.819,3587,674,925,852,115,164,331,86,268,164
"BT_3720",5210,4725,6443.897,4545,4566,4629.136,1612,1877,1833,341,258,309,19,141,138
"BT_3721",4051.883,4005,4841.882,2918,2385.001,3140.838,7335,7998,8418,549,613,834,30,332,149
"BT_3722",3856.117,3851,6201.118,3870,2928.999,3819.162,330,688,662,128,221,159,22,204,76
"BT_3723",7230.613,9465.857,15228.325,5677.391,2818.399,4473.66,518,1055,801.74,466,529,1151,268,2078,859
"BT_3724",6654.386,4304.655,6141.63,2845.292,2320.258,3400.592,39,76.984,74.987,11,40.973,62,61,189,66.44
"BT_3725",38334.184,65375.055,78986.147,28056.093,13650.905,19491.819,403.925,638.016,566.273,91,209.027,274,177,877,414.56
"BT_3726",9534.995,9432.167,15669.591,12858.226,9139.154,9543.217,865.075,813,1313,557,527,701,90,471,270
"BT_3727",13771,21551,40249.108,22950.906,11068.953,14215.592,2178,2436,3906,139,154,290,150,427,200
"BT_3728",2721,2588,3504.054,7376,6831.846,6295.255,1188,1570,2028,359,427,454,56,398,212
"BT_3729",38407.41,22972.661,31461.668,19133.004,21075.402,15527.015,2682,2433,3167.933,99,280,177,10,102,109
"BT_3730",9414,8377.4,13133.818,7770.757,7683.524,9227.33,339,327,401.067,118,94,144,19,186,101
"BT_3731",130119.863,115887.982,112602.622,87798.31,83027.888,73796.724,6453,6818,8475.929,4294,5416,5708,1374,3640,1736
"BT_3732",702,1732.251,2125.596,1239.497,652.097,853.006,92,165,160.071,55,84,94,4,95,34
"BT_3733",20660,12366.749,19280.304,11618.433,11853.015,10038,481,363,555,295,281,457,69,332,123
"BT_3734",198,331,526,4022,1937,2761,1255,1072,1587,426,259,512,534,2505,1298
"BT_3735",786.005,358,646.895,21005.228,21863.929,22988.404,179.998,163.577,154,312,382,585.44,182,755,223
"BT_3736",69.995,84,83.105,1680.772,858.071,1201.554,33.002,78.423,45,81,31,136.56,67,322,131
"BT_3737",409,194,195,1880,1848,2052,34,65,118,205,133,286,119,536,202
"BT_3738",2095,1906,3126.079,1299,749,834,500,324,619,233,133,158,40,180,103
"BT_3739",411,711,693.003,160,135,133,55,70,76,20,26,77,27,30,22
"BT_3740",9134,5049,7704.452,1772,1957,1919,233,511,508,209,113,284,57,94,30
"BT_3741",2722,1986,3339,466,440,443,72,98,71,33,21,99,73,53,24
"BT_3742",6130,10841,23708.138,17843.707,7106,5589.357,7111,5165,9768,1476,1655,2751,932,5641,2402
"BT_3743",1023,1683,3977,6553,1627,1728,1086,710,1505,175,176,368,140,699,300
"BT_3744",3751,4727.253,7592.004,3868,1807,1968,352,255,450,176,146,403,90,479,233
"BT_3745",9231,8085,11850.751,6915,3524,4660,680,623,1043,199,185,255,116,376,180
"BT_3746",2917,2493,4035,2055,2879,2856,634,1202,753,267,328,363,27,183,114
"BT_3747",34,10,116,116,269,294,673,1067,1241,91,102,330,9,116,48
"BT_3748",361,430,614,224,222,212,18,42,77,0,0,0,0,8,0
"BT_3749",1030,623,1203,447,589,693,527,549,758,55,102,134,10,62,18
"BT_3750",660,532.736,587.907,468,493,510,62,111,177,0,17,88,11,41,16
"BT_3751",70,61.264,107.093,67,47,67.607,7,3,0,0,0,0,0,0,0
"BT_3752",98,183,218,128,98,125.393,63,33,85,0,48,5,0,26,0
"BT_3753",1,29,53,39,31,40,49,41,93,0,0,0,0,56,9
"BT_3754",48,72,91,165,136,144,76,14,38,0,2,0,29,25,18
"BT_3755",4507,4477.678,4577.342,3120.997,2258,3008.74,180,384,230,869,726,1815.113,808,3754,1383
"BT_3756",622,1295.322,1475.515,526.003,281.654,587.26,30,91,68,201,167,233.887,225,846,385
"BT_3757",2639,4046.616,5658.274,6080,4049.346,4692,3205,3471,5082,381,330,893,220,1133,392
"BT_3758",20106.999,17828.176,15738.091,6440.919,6572.614,7638.761,97,170,111,163,180,284,186,483,225
"BT_3759",2195.187,7611.849,7386.865,1143.287,508.587,1006.028,106,150,164,78,134,208.59,77,237,101
"BT_3760",13677.814,21469.538,22827.2,5842.102,4202.799,5326.861,159,222,256,141,187,285.41,112,498,116
"BT_3761",671,2581,4482.503,1139.954,494,905.35,65,84,96,15,20,21,0,77,44
"BT_3762",1638,4753,6397.303,3794.737,1941,3454,219,657,495,24,89,135,19,123,38
"BT_3763",38,31,37,24,14,27,0,16,24,10,0,12,0,0,5
"BT_3764",43,39,28.209,77,59,52,62,57,79,0,11,0,23,27,0
"BT_3765",79,42,51.791,47,39,76,3,36,30,0,12,11,0,0,0
"BT_3766",50,38,22,6,4,20,4,12,19,0,0,2,0,24,10
"BT_3767",1516,2179,2966.093,2188,2092.049,1913.117,1522,1408,2005,1130,1398,1765,435,1637,639
"BT_3768",11574,9247,15444.552,15188,18809,14751.819,3405,2681,4401,416,493,443,34,380,103
"BT_3769",78,204,515.776,495,341,511,4897,4801,4857,475,593,896,1236,4316,1894
"BT_3770",2791,4898,8337.043,5341.305,3233.972,3636.464,1879.998,1712.077,4061.272,357,246,500,427,1381,680
"BT_3771",56677.004,45638.018,52556.653,35646.552,28556.516,31134.205,2578.49,3460.923,4143.106,1335.531,1767.338,2461.811,951,3946.418,2533.374
