Rowname,Exp,Replicate,Mucin,Species.combi,T0h,T4h,T6h,T8h,T10h,T12h,T14h,T16h,T20h,T24h,T28h,T32h,T36h,T38h,T40h,T42h,T44h,T48h,T56h,T60h,T72h,T86h,T96h,T120h,T144h,T156h,T168h,T192h,T216h,T240h,T264h,T288h
BTRI_mucin1_rep2_Mannose_abundance,BTRI_batch_mucin1,2,Yes,BT_RI,62041028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773937,NA,894277,1019993,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep3_Mannose_abundance,BTRI_batch_mucin1,3,Yes,BT_RI,56667052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,785874,NA,773943,1043060,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep1_Fucose_abundance,BTRI_batch_mucin1,1,Yes,BT_RI,33313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53514,NA,60906,61862,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep2_Fucose_abundance,BTRI_batch_mucin1,2,Yes,BT_RI,32284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52548,NA,57112,55131,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep3_Fucose_abundance,BTRI_batch_mucin1,3,Yes,BT_RI,29149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57994,NA,56960,55710,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin_longterm_rep1_OD,BTRI_mucin_longterm,1,Yes,BT_RI,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.787,0.832,0.847,0.861,0.887,0.928,0.924,0.935,0.94
BTRI_mucin_longterm_rep2_OD,BTRI_mucin_longterm,2,Yes,BT_RI,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.793,0.838,0.851,0.862,0.89,0.909,0.926,0.939,0.948
BTRI_mucin_longterm_rep3_OD,BTRI_mucin_longterm,3,Yes,BT_RI,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.793,0.834,0.854,0.87,0.893,0.91,0.927,0.935,0.941
BTRI_mucin_longterm_rep1_pH,BTRI_mucin_longterm,1,Yes,BT_RI,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.21,5.29,5.34,5.3,5.3,5.35,5.35,5.39,5.39
BTRI_mucin_longterm_rep2_pH,BTRI_mucin_longterm,2,Yes,BT_RI,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,5.33,5.3,5.3,5.3,5.3,5.3,5.35,5.35
BTRI_mucin_longterm_rep3_pH,BTRI_mucin_longterm,3,Yes,BT_RI,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,5.29,5.34,5.3,5.3,5.35,5.3,5.35,5.39
BTRI_mucin_longterm_rep1_liquid_totalcount,BTRI_mucin_longterm,1,Yes,BT_RI,3211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1064660,1076440,1442960,1105340,1143100,1166940,933860,1084320,1349700
BTRI_mucin_longterm_rep2_liquid_totalcount,BTRI_mucin_longterm,2,Yes,BT_RI,3499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1083840,1069840,913520,1137860,995700,1262480,1036760,1165220,1243020
BTRI_mucin_longterm_rep3_liquid_totalcount,BTRI_mucin_longterm,3,Yes,BT_RI,2940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1062710,1163680,1086800,1155120,1262060,1210460,1089680,1124860,1278560
BTRI_mucin_longterm_rep1_liquid_BTRI_activecount,BTRI_mucin_longterm,1,Yes,BT_RI,3142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,979415,980780,1322120,1016940,1047060,1074500,657940,887860,1223640
BTRI_mucin_longterm_rep2_liquid_BTRI_activecount,BTRI_mucin_longterm,2,Yes,BT_RI,3430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,993945,972980,839040,1045400,908560,1152220,733640,954180,1114680
BTRI_mucin_longterm_rep3_liquid_BTRI_activecount,BTRI_mucin_longterm,3,Yes,BT_RI,2849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972265,1068940,991080,1052500,1145400,1105580,753280,888540,1147320
BTRI_mucin_longterm_rep1_liquid_BT_activecount,BTRI_mucin_longterm,1,Yes,BT_RI,2350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,969895,978580,1316680,1015700,1046020,1072720,656300,883340,1219780
BTRI_mucin_longterm_rep2_liquid_BT_activecount,BTRI_mucin_longterm,2,Yes,BT_RI,2568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,981180,969940,837200,1044220,907560,1150260,731160,953060,1111720
BTRI_mucin_longterm_rep3_liquid_BT_activecount,BTRI_mucin_longterm,3,Yes,BT_RI,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,965970,1066660,988540,1051560,1143680,1103500,751980,887160,1144240
BTRI_mucin_longterm_rep1_liquid_RI_activecount,BTRI_mucin_longterm,1,Yes,BT_RI,792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9520,2200,5440,1240,1040,1780,1640,4520,3860
BTRI_mucin_longterm_rep2_liquid_RI_activecount,BTRI_mucin_longterm,2,Yes,BT_RI,862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12765,3040,1840,1180,1000,1960,2480,1120,2960
BTRI_mucin_longterm_rep3_liquid_RI_activecount,BTRI_mucin_longterm,3,Yes,BT_RI,839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6295,2280,2540,940,1720,2080,1300,1380,3080
BTRI_mucin_longterm_rep1_attached_BTRI_activecount,BTRI_mucin_longterm,1,Yes,BT_RI,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138050,154050,106100,98250,88850,166250,229750,207600
BTRI_mucin_longterm_rep2_attached_BTRI_activecount,BTRI_mucin_longterm,2,Yes,BT_RI,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75200,150950,114200,62150,78700,76900,342950,104300
BTRI_mucin_longterm_rep3_attached_BTRI_activecount,BTRI_mucin_longterm,3,Yes,BT_RI,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104350,91400,127400,124200,151700,27200,77900,414350
BTRI_mucin_longterm_rep1_attached_BT_activecount,BTRI_mucin_longterm,1,Yes,BT_RI,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137700,153800,105800,98200,88800,165700,229350,207400
BTRI_mucin_longterm_rep2_attached_BT_activecount,BTRI_mucin_longterm,2,Yes,BT_RI,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75100,150450,114100,62100,78600,76650,342650,103950
BTRI_mucin_longterm_rep3_attached_BT_activecount,BTRI_mucin_longterm,3,Yes,BT_RI,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103950,91000,127150,124000,151350,27000,77650,413850
BTRI_mucin_longterm_rep1_attached_RI_activecount,BTRI_mucin_longterm,1,Yes,BT_RI,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,250,300,50,50,550,400,200
BTRI_mucin_longterm_rep2_attached_RI_activecount,BTRI_mucin_longterm,2,Yes,BT_RI,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,500,100,50,100,250,300,350
BTRI_mucin_longterm_rep3_attached_RI_activecount,BTRI_mucin_longterm,3,Yes,BT_RI,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,400,250,200,350,200,250,500
BT_WC_RNAseq_rep1_OD,BT_WC_RNAseq,1,No,BT,0.012,0.037,NA,NA,NA,0.898,NA,1.029,NA,NA,NA,0.73,0.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC_RNAseq_rep2_OD,BT_WC_RNAseq,2,No,BT,0.009,0.031,NA,NA,NA,0.893,NA,1.021,NA,NA,NA,0.727,0.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC_RNAseq_rep3_OD,BT_WC_RNAseq,3,No,BT,0.01,0.035,NA,NA,NA,0.879,NA,1.03,NA,NA,NA,0.727,0.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC_RNAseq_rep1_pH,BT_WC_RNAseq,1,No,BT,6.61,6.57,NA,NA,NA,5.37,NA,5.04,NA,NA,NA,4.96,5.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC_RNAseq_rep2_pH,BT_WC_RNAseq,2,No,BT,6.57,6.57,NA,NA,NA,5.33,NA,5.04,NA,NA,NA,5,5.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC_RNAseq_rep3_pH,BT_WC_RNAseq,3,No,BT,6.61,6.57,NA,NA,NA,5.37,NA,5,NA,NA,NA,5,5.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC_RNAseq_rep1_totalcount,BT_WC_RNAseq,1,No,BT,2244,29617,NA,NA,NA,1123735,NA,1607285,NA,NA,NA,1285075,915695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC_RNAseq_rep2_totalcount,BT_WC_RNAseq,2,No,BT,2256,30022,NA,NA,NA,1156415,NA,1551770,NA,NA,NA,1136785,923555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC_RNAseq_rep3_totalcount,BT_WC_RNAseq,3,No,BT,1982,26893,NA,NA,NA,1091590,NA,1599530,NA,NA,NA,981810,973220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC_RNAseq_rep1_activecount,BT_WC_RNAseq,1,No,BT,2218,29572,NA,NA,NA,1121890,NA,1605880,NA,NA,NA,1279550,907815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC_RNAseq_rep2_activecount,BT_WC_RNAseq,2,No,BT,2248,29964,NA,NA,NA,1154905,NA,1550430,NA,NA,NA,1131350,915915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC_RNAseq_rep3_activecount,BT_WC_RNAseq,3,No,BT,1975,26857,NA,NA,NA,1090120,NA,1598115,NA,NA,NA,977325,965940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC_RNAseq_rep1_OD,RI_WC_RNAseq,1,No,RI,0.005,0.034,NA,NA,NA,0.703,NA,NA,NA,NA,NA,NA,0.498,NA,NA,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC_RNAseq_rep2_OD,RI_WC_RNAseq,2,No,RI,0.005,0.027,NA,NA,NA,0.392,NA,NA,NA,NA,NA,NA,0.481,NA,NA,NA,NA,0.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC_RNAseq_rep3_OD,RI_WC_RNAseq,3,No,RI,0.008,0.028,NA,NA,NA,0.881,NA,NA,NA,NA,NA,NA,0.483,NA,NA,NA,NA,0.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC_RNAseq_rep1_pH,RI_WC_RNAseq,1,No,RI,6.56,6.6,NA,NA,NA,5.84,NA,NA,NA,NA,NA,NA,5.86,NA,NA,NA,NA,5.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC_RNAseq_rep2_pH,RI_WC_RNAseq,2,No,RI,6.6,6.64,NA,NA,NA,6.27,NA,NA,NA,NA,NA,NA,5.84,NA,NA,NA,NA,5.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC_RNAseq_rep3_pH,RI_WC_RNAseq,3,No,RI,6.56,6.6,NA,NA,NA,5.67,NA,NA,NA,NA,NA,NA,5.84,NA,NA,NA,NA,5.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC_RNAseq_rep1_totalcount,RI_WC_RNAseq,1,No,RI,936,13436,NA,NA,NA,418530,NA,NA,NA,NA,NA,NA,571220,NA,NA,NA,NA,498135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC_RNAseq_rep2_totalcount,RI_WC_RNAseq,2,No,RI,1089,10665,NA,NA,NA,220525,NA,NA,NA,NA,NA,NA,585100,NA,NA,NA,NA,499620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC_RNAseq_rep3_totalcount,RI_WC_RNAseq,3,No,RI,988,10961,NA,NA,NA,611270,NA,NA,NA,NA,NA,NA,604700,NA,NA,NA,NA,506950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC_RNAseq_rep1_activecount,RI_WC_RNAseq,1,No,RI,889,13046,NA,NA,NA,406270,NA,NA,NA,NA,NA,NA,468685,NA,NA,NA,NA,336980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC_RNAseq_rep2_activecount,RI_WC_RNAseq,2,No,RI,1031,10310,NA,NA,NA,216940,NA,NA,NA,NA,NA,NA,468700,NA,NA,NA,NA,298465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC_RNAseq_rep3_activecount,RI_WC_RNAseq,3,No,RI,951,10412,NA,NA,NA,596610,NA,NA,NA,NA,NA,NA,461520,NA,NA,NA,NA,312390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_WC_RNAseq_rep1_OD,BTRI_WC_RNAseq,1,No,BT_RI,0.01,NA,NA,NA,NA,1.064,NA,NA,NA,0.933,NA,NA,0.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_WC_RNAseq_rep2_OD,BTRI_WC_RNAseq,2,No,BT_RI,0.008,NA,NA,NA,NA,1.017,NA,NA,NA,0.928,NA,NA,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_WC_RNAseq_rep3_OD,BTRI_WC_RNAseq,3,No,BT_RI,0.008,NA,NA,NA,NA,0.985,NA,NA,NA,0.906,NA,NA,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_WC_RNAseq_rep1_pH,BTRI_WC_RNAseq,1,No,BT_RI,6.57,NA,NA,NA,NA,5.35,NA,NA,NA,5.3,NA,NA,5.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_WC_RNAseq_rep2_pH,BTRI_WC_RNAseq,2,No,BT_RI,6.57,NA,NA,NA,NA,5.34,NA,NA,NA,5.38,NA,NA,5.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_WC_RNAseq_rep3_pH,BTRI_WC_RNAseq,3,No,BT_RI,6.57,NA,NA,NA,NA,5.34,NA,NA,NA,5.3,NA,NA,5.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_WC_RNAseq_rep1_BTRI_activecount,BTRI_WC_RNAseq,1,No,BT_RI,1287,NA,NA,NA,NA,1147500,NA,NA,NA,1325595,NA,NA,855580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_WC_RNAseq_rep2_BTRI_activecount,BTRI_WC_RNAseq,2,No,BT_RI,1733,NA,NA,NA,NA,954065,NA,NA,NA,1212530,NA,NA,974710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_WC_RNAseq_rep3_BTRI_activecount,BTRI_WC_RNAseq,3,No,BT_RI,1769,NA,NA,NA,NA,996335,NA,NA,NA,1213435,NA,NA,952850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_WC_RNAseq_rep1_BT_activecount,BTRI_WC_RNAseq,1,No,BT_RI,1005,NA,NA,NA,NA,785830,NA,NA,NA,1320835,NA,NA,678385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_WC_RNAseq_rep2_BT_activecount,BTRI_WC_RNAseq,2,No,BT_RI,994,NA,NA,NA,NA,698665,NA,NA,NA,1202440,NA,NA,826240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_WC_RNAseq_rep3_BT_activecount,BTRI_WC_RNAseq,3,No,BT_RI,1017,NA,NA,NA,NA,740320,NA,NA,NA,1206350,NA,NA,858235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_WC_RNAseq_rep1_RI_activecount,BTRI_WC_RNAseq,1,No,BT_RI,728,NA,NA,NA,NA,361670,NA,NA,NA,4760,NA,NA,177195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_WC_RNAseq_rep2_RI_activecount,BTRI_WC_RNAseq,2,No,BT_RI,775,NA,NA,NA,NA,255400,NA,NA,NA,10090,NA,NA,148470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_WC_RNAseq_rep3_RI_activecount,BTRI_WC_RNAseq,3,No,BT_RI,752,NA,NA,NA,NA,256015,NA,NA,NA,7085,NA,NA,94615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_mucin_RNAseq_rep1_OD,BT_mucin_RNAseq,1,Yes,BT,0.027,0.046,NA,NA,NA,0.875,NA,NA,NA,0.844,NA,NA,NA,NA,NA,NA,NA,0.723,NA,NA,NA,NA,NA,0.846,NA,NA,NA,NA,NA,NA,NA,NA
BT_mucin_RNAseq_rep2_OD,BT_mucin_RNAseq,2,Yes,BT,0.026,0.048,NA,NA,NA,0.891,NA,NA,NA,0.851,NA,NA,NA,NA,NA,NA,NA,0.737,NA,NA,NA,NA,NA,0.859,NA,NA,NA,NA,NA,NA,NA,NA
BT_mucin_RNAseq_rep3_OD,BT_mucin_RNAseq,3,Yes,BT,0.025,0.043,NA,NA,NA,0.894,NA,NA,NA,0.845,NA,NA,NA,NA,NA,NA,NA,0.741,NA,NA,NA,NA,NA,0.867,NA,NA,NA,NA,NA,NA,NA,NA
BT_mucin_RNAseq_rep1_pH,BT_mucin_RNAseq,1,Yes,BT,6.56,6.52,NA,NA,NA,5.37,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5.14,NA,NA,NA,NA,NA,5.14,NA,NA,NA,NA,NA,NA,NA,NA
BT_mucin_RNAseq_rep2_pH,BT_mucin_RNAseq,2,Yes,BT,6.56,6.52,NA,NA,NA,5.38,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5.14,NA,NA,NA,NA,NA,5.14,NA,NA,NA,NA,NA,NA,NA,NA
BT_mucin_RNAseq_rep3_pH,BT_mucin_RNAseq,3,Yes,BT,6.56,6.51,NA,NA,NA,5.38,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5.14,NA,NA,NA,NA,NA,5.14,NA,NA,NA,NA,NA,NA,NA,NA
BT_mucin_RNAseq_rep1_totalcount,BT_mucin_RNAseq,1,Yes,BT,3282,22836,NA,NA,NA,994635,NA,NA,NA,1079870,NA,NA,NA,NA,NA,NA,NA,1088380,NA,NA,NA,NA,NA,1167730,NA,NA,NA,NA,NA,NA,NA,NA
BT_mucin_RNAseq_rep2_totalcount,BT_mucin_RNAseq,2,Yes,BT,3590,27757,NA,NA,NA,818800,NA,NA,NA,1126415,NA,NA,NA,NA,NA,NA,NA,1003945,NA,NA,NA,NA,NA,1124580,NA,NA,NA,NA,NA,NA,NA,NA
BT_mucin_RNAseq_rep3_totalcount,BT_mucin_RNAseq,3,Yes,BT,2413,23870,NA,NA,NA,823020,NA,NA,NA,1085715,NA,NA,NA,NA,NA,NA,NA,1008490,NA,NA,NA,NA,NA,1094205,NA,NA,NA,NA,NA,NA,NA,NA
BT_mucin_RNAseq_rep1_activecount,BT_mucin_RNAseq,1,Yes,BT,3282,22826,NA,NA,NA,992980,NA,NA,NA,1078595,NA,NA,NA,NA,NA,NA,NA,1068215,NA,NA,NA,NA,NA,1138325,NA,NA,NA,NA,NA,NA,NA,NA
BT_mucin_RNAseq_rep2_activecount,BT_mucin_RNAseq,2,Yes,BT,3590,27717,NA,NA,NA,817685,NA,NA,NA,1125140,NA,NA,NA,NA,NA,NA,NA,995695,NA,NA,NA,NA,NA,1102820,NA,NA,NA,NA,NA,NA,NA,NA
BT_mucin_RNAseq_rep3_activecount,BT_mucin_RNAseq,3,Yes,BT,2413,23858,NA,NA,NA,822055,NA,NA,NA,1084440,NA,NA,NA,NA,NA,NA,NA,1003840,NA,NA,NA,NA,NA,1072555,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin_RNAseq_rep1_OD,RI_mucin_RNAseq,1,Yes,RI,0.035,NA,NA,NA,NA,NA,NA,0.209,NA,NA,0.188,NA,NA,NA,0.282,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin_RNAseq_rep2_OD,RI_mucin_RNAseq,2,Yes,RI,0.03,NA,NA,NA,NA,NA,NA,0.197,NA,NA,0.156,NA,NA,NA,0.247,NA,NA,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin_RNAseq_rep3_OD,RI_mucin_RNAseq,3,Yes,RI,0.03,NA,NA,NA,NA,NA,NA,0.23,NA,NA,0.141,NA,NA,NA,0.204,NA,NA,0.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin_RNAseq_rep1_pH,RI_mucin_RNAseq,1,Yes,RI,6.56,NA,NA,NA,NA,NA,NA,6.22,NA,NA,6.01,NA,NA,NA,6.1,NA,NA,5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin_RNAseq_rep2_pH,RI_mucin_RNAseq,2,Yes,RI,6.56,NA,NA,NA,NA,NA,NA,6.22,NA,NA,6.06,NA,NA,NA,6.14,NA,NA,5.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin_RNAseq_rep3_pH,RI_mucin_RNAseq,3,Yes,RI,6.56,NA,NA,NA,NA,NA,NA,6.22,NA,NA,6.1,NA,NA,NA,6.14,NA,NA,5.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin_RNAseq_rep1_totalcount,RI_mucin_RNAseq,1,Yes,RI,1000,NA,NA,NA,NA,NA,NA,140965,NA,NA,105925,NA,NA,NA,137590,NA,NA,170195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin_RNAseq_rep2_totalcount,RI_mucin_RNAseq,2,Yes,RI,939,NA,NA,NA,NA,NA,NA,125825,NA,NA,62640,NA,NA,NA,133525,NA,NA,178965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin_RNAseq_rep3_totalcount,RI_mucin_RNAseq,3,Yes,RI,1126,NA,NA,NA,NA,NA,NA,133945,NA,NA,48160,NA,NA,NA,115960,NA,NA,156760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin_RNAseq_rep1_activecount,RI_mucin_RNAseq,1,Yes,RI,1000,NA,NA,NA,NA,NA,NA,132570,NA,NA,99375,NA,NA,NA,131810,NA,NA,159035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin_RNAseq_rep2_activecount,RI_mucin_RNAseq,2,Yes,RI,939,NA,NA,NA,NA,NA,NA,120420,NA,NA,58110,NA,NA,NA,128540,NA,NA,166435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin_RNAseq_rep3_activecount,RI_mucin_RNAseq,3,Yes,RI,1126,NA,NA,NA,NA,NA,NA,129300,NA,NA,42620,NA,NA,NA,112870,NA,NA,149990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin_RNAseq_rep1_OD,BTRI_mucin_RNAseq,1,Yes,BT_RI,0.02,NA,0.112,NA,NA,0.897,NA,NA,NA,0.953,NA,NA,NA,NA,NA,NA,NA,0.739,NA,NA,NA,NA,NA,0.801,NA,NA,NA,NA,NA,NA,NA,NA
