,GC124661,GC124662,GC124663,GC124664,GC124665,GC124666,GC124667,GC124668,GC124669,GC124688,GC124689,GC124690,GC124691,GC124692,GC124693,GC124694,GC124695,GC124696,GC124697,GC124698,GC124699,GC124700,GC124701,GC124702,GC124703,GC124704,GC124705,GC124706,GC124707,GC124708,GC124709,GC124710,GC124711,GC124724,GC124725,GC124726,GC124727,GC124728,GC124729,GC124730,GC124731,GC124732,GC124733,GC124734,GC124735,GC124736,GC124737,GC124738
BT_0122,22897.324,21984.609,20262.878,38120.995,28370,30370,3327,4590,2969,62373.427,53209.714,44934.491,5686,982,1046,3906,3201,2348,71555,26294,33620.644,61349,64087,67205.01,8639,10093,10344,3724,4210,4403,288,1902,809,26670,33480.54,31392.485,28104.813,31118,22247,14973,12689,10724,1832,1590,2183,1231,662,837
BT_0123,12,6,7,4,6,5,0,0,0,6.002,5,5,10,5,0,0,17,31,5,21,25,3,9,8,3,5,17,11,0,14,0,4,0,7,21,9,6,1,0,20,9,13,0,0,0,3,0,5
BT_0124,50,45,45,48,34,30,0,64,46,42.998,45,42,15,0,0,8,40,0,36,27,71.105,46,30,52,7,15,12,39,10,0,0,15,6,43,101,71,81,91,45,49,67.982,28,0,12,0,18,19,2
BT_0125,1268,1490,1400,527,375,404,69,53,62,296,341,348,333,65,50,138,118,23,561,638,812.895,804,567,753,333,503,585,72,114,37,27,137,77,848,1074,1141,990,861,562,664,771.018,712,19,40,16,96,28,44
BT_0126,3924.015,3788.875,3885.493,4005,3508,4046,579,652,728,4918,5346.916,4875.846,2050,665,453,391,462,323,3465,3377.978,4881.307,5642,4765,4862.928,1606,2258,3169,483,538,691,149,557,354,3890,5258.656,5624.91,5749.046,6125.728,4459,2820,3118.003,2795,301,178,189,314,209,291
BT_0127,849.985,938.125,995.507,739,701,773,89,121,121,668,689,806.154,278,111,80,219,110,66,540,590.022,1005.113,956,502,605.072,142,168,207,72,33,88,73,374,107,635,761.344,881.109,1585.514,1499,1182,533,931.997,630,86,62,53,263,122,109
BT_0128,1256,1805.001,1321.075,65,83,66,8,14,6,168,193,169,43,11,22,156,47,28,91,118,779,371,284,251,136,106,114,0,16,27,0,30,42,183,721,600,964.44,603,496,122,32,75,20,36,24,64,87,83
BT_0129,33,42,34,88,46,94,34,20,0,59,44,74,54,13,30,32,66,23,62,55,68,118,132,109,24,20,65,76,32,87,21,32,7,25,40,34,108,100.002,104,47,90,23,21,9,28,30,26,9
BT_0130,27,42,25,30,23,38,7,25,0,15,19,16,28,0,0,12,40,23,29,21,18,28,37,23,13,10,40,7,41,6,0,7,14,23,27,31,33,36.998,22,24,73,30,0,4,0,11,5,6
BT_0131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BT_0132,349.001,355,311,498,426,417,154,183,141,629,503,527,510,216,118,247,368,209,218,245,356,973,675,651,536,473,723,108,97,170,19,104,145,368,491,435,674,753,518,594,972,498,151,95,100,83,85,101
BT_0133,2734.745,2743.362,2582.727,6733.216,5099.697,6131,865,1099,934,21005.947,17352.48,15522.978,917.163,320,193,958,891,660.816,4684,3094.889,4759.068,16461.503,12892.785,13530.622,836.328,1670.02,1307.109,503,631,891,127,582,213,3977.638,5146.41,5384.09,14928.347,18040.027,13298.217,1264.224,1104.225,1272.086,330.894,245,290,304.997,152,234.065
BT_0134,290.089,325.734,267.216,624.197,584.666,461,31,34,76,342.547,318.353,488.589,49.837,0,36,15,32,46.184,75,218.111,358.733,479.512,156.215,236.554,49.672,119.359,114.891,31,18,26,13,130,32,364.362,351.503,266.693,1364.513,1080.053,982.774,395.922,320.775,304.048,16.106,6,49,62.003,25,29.935
BT_0135,2462.167,2739.905,3189.209,7813.588,7726.637,7098,310,263,201,5210.055,6596.767,5601.824,1773,500,395,101,316,183,1486,2356,3188.395,9492.985,4051,4844.824,3655,3486.622,5247,70,125,132,24,179,86,2622,3375.814,3078.217,9154.376,9362.919,7349.581,6056.855,9936,5381.866,57,36,68,140,82,104
BT_0136,531.999,649.895,502,631,629,782,277,346,198,1341,1035,1173,1969,425,524,480,416,445,374,293,470,1523,1673,1926,1492,1688,2475,137,114,194,68,296,178,347,485,454,1586.338,1776,1322,2924.313,4015.752,3407,231,291,142,253,148,182
BT_0137,138.001,215.105,88,71,40,73,37,64,127,80,110,67,224,17,71,68,26,58,99,130,119,212,135,151,81,82,149,20,0,19,0,165,75,75,76,103,124,122,134,389.687,535.248,378,52,37,41,89,46,89
BT_0138,10367.692,10947.015,9743.194,9546,7786,9530.954,3232,4488,3284,22441.639,18512,16856.965,14150,5603,4439,4352,16537,9889,16994.001,8839,13185.32,27597,30615.136,28007,9580,9871,10622,3988,4690,4023,474,1622,741,11102,14504.948,15073,15266.002,16200,11463,10165,7389,6688,1702,1510,1573,956,679,785
BT_0139,13,18,6,0,0,2,0,7,0,0,1,4,6,0,0,0,0,0,11,12,7,0,1,5,9,24,24,0,0,0,0,0,0,0,2,10,12,7,3,48,22,2,0,0,0,0,0,0
BT_0140,420,427.988,478,284,258,270,85,65,88,522.716,543,536,943,239,146,99,143,183,216,255,389.291,824,548,650,669,585,1204,82,87,57,20,111,76,344,472,349,941,797,678,2137.665,2271,1827,111,135,71,73,41,76
BT_0141,167,248.012,159,136,105,140,68,65,41,297.284,236,351,252,55,47,101,213,208,100,130,191.709,331,335,344.269,107,85,137,27,1,18,0,89,14,130,226,209,487,625,362,357.335,442,552,136.998,137,31,45,39,19
BT_0142,82,103.983,105,129.701,124,109,33,84,49,96,151.239,120.124,134,18,29,36,78,44,50,80,138,142.906,74,107.731,35,27,101.973,41,34,58,15,76,73,82,132,144,231.546,231,158,121,191.511,103.235,103,59,41,54,26,38
BT_0143,325,342.017,364,503.299,401,495,240,193,223,490.002,398.761,451.876,474,152,74,155,162,86,214,245,394,743.09,446,567,553,427,783.027,39,76,115,73,368,129,314,330,403,731.454,806,665,813,1201.489,813.765,112,85,140,170,82,160
BT_0144,10,7,4,13,23,7,0,0,12,3,8,19,0,9,0,11,0,0,17,11,9,16,3,16,45,6,6,25,0,0,0,0,0,1,20,17,11,18,4,29,67,60,0,0,0,0,0,0
BT_0145,40,25,35,65,23,35,0,17,0,45,60,47,76,9,0,22,40,0,17,29,46,50,38,71,40,46,56,18,19,7,0,29,0,20,54,66,117,91,76,89,133,38,12,6,0,6,17,10
BT_0146,89,76,79,112,122,139,5,23,77,204,183,179,22,0,0,19,0,12,120,128,111,161,187,201,33,51,44,0,41,40,0,37,26,73,103,95,265,259,227,107,83,84,0,29,53,19,0,6
BT_0147,11742.847,16630.752,11433.043,32096.484,33228.56,37145,388,553,712,24092.255,29441.857,31318.577,330.002,147,187,269,357,132,7061,11349,13188.822,34781.974,17567.001,25833.51,532,949,670,284,290,723,187,932,524,15228,21538.506,18847.358,86610.565,86460.912,67266,589,458,425,256,198,281,718,435,539
BT_0148,16649.943,19056.27,16080.798,22163,16648,27087,138,145,135,37458.694,36177.555,37219.841,211.998,91,141,62,301,122,7581,9754,18008.448,31424.848,23306.999,33497.769,468,741,775,74,65,89,154,438,90,12865,22344.239,21916,72490.682,96116.859,75352,913,698,405,20,19,30,126,66,72
BT_0149,2745.427,2548.257,2458.331,936,914.652,907,227,253,267,947.513,1087,927.672,142,32,77,116,69,103,2240,2071.845,3801.753,1876,1338,1503.995,54,97,149,104,140,163,151,607,329,2395,3145.606,3183.239,1721,1964.007,1515,259,283,201,38,37,76,213,72,130
BT_0150,11954.914,12850.263,10633.669,4113,3348.348,3519,450,613,692,3376.487,3106,3262.328,575,258,172,383,534,313,16007,11415.246,16093.641,7652,7266,7947.72,606,1644,1204,306,356,318,153,879,627,12886.476,15387.546,14851.041,4658,4227.993,3355,955,836,814,50,113,82,489,246,225
BT_0151,1438.166,1405.815,1595.643,2014.773,1506.88,1738,932.01,1047.996,691,2193.84,2216.897,1705.172,837.641,385.824,341,172.446,181.672,113.78,1836.839,868.886,1359.42,3199.81,4596.714,3714.197,1876.859,1695.019,2112.094,579,525,523,47,628.534,289.113,1138.852,1668.322,1574.408,2869.205,2251.549,1510.326,1570.023,733.199,611.861,88.225,59,37,270.393,105.934,190.086
BT_0152,2079.88,2674.185,2077.657,1367.227,1097.12,1131,647.99,866.004,735,1474.16,1257.103,1208.828,877.359,388.176,269,1480.554,471.328,315.22,1076.161,1003.114,2342.58,1933.19,1733.286,1900.803,661.141,705.981,1057.906,436,529,833,479,2629.466,1144.887,1666.148,2725.678,2653.592,2368.795,2102.451,1840.806,856.977,1010.801,948.139,294.775,334,335,1344.607,748.066,803.914
BT_0153,861.343,812.643,889.002,2101.248,2002.299,1604,782,793,713.283,1976.002,2031.19,1586.825,4573.615,1347.762,1009,411.191,592.88,552.74,746,958.228,1272.564,2343.453,1153.125,1806.006,2027,1739.346,3523.42,358,399,449,333,1655.569,790.651,979,1137.834,917.62,949.385,994.001,717.898,11715.442,16612.386,10921.958,476.285,278,245,813.311,356,372.437
BT_0154,3073.766,3222.357,3049.998,14436.752,13484.701,10249,1304,1601,1642.717,15118.022,13835.995,13919.215,15592.385,5189.238,3341,1414.809,1627.12,1545.26,1866,3122.772,3909.436,10448.547,6393.969,8470.994,15741,22427.654,34407.58,582,824,1223,514,2948.431,1550.349,4461.975,4893.166,4635.38,7893.615,7823.999,6693.102,58684.494,83577.344,56601.042,325.715,287,384,1755.689,873,974.563
BT_0155,40299.866,41741.704,40526.238,40375,31320,42887,2119,2259,1844,38800.66,54068.533,55127.28,2319,853,1021,1186,1782,1956,28155,32169,65280.57,136565.383,101494.355,106713.832,2610,2803,3521,1123,1448,1842,485,3086,1648,27019,47739.051,53772.953,79005.203,87265.882,64743.742,2935,2982,3131,1127,1061,1112,1036,734,804
BT_0156,2748.002,2862,2942,3199.003,2542,3186,343,439,422,3521.665,3834.95,3556.167,1754,752,605,228,267,258,2904,2650,3837,5416,5102,5240,1785,1578,2123,167,272,188,56,360,162,3229,3724.21,4284,5075.276,5347,4431,2451,3140,1899,71,133,84,115,53,64
BT_0157,6728.591,9134.524,5865.293,14860.915,13308,14105.812,1860,2322,2882.912,13383.386,11611.349,16791.308,751.097,380,627,746.251,815,700,2605.089,4528.746,5297.553,12866.063,6610.281,11010.108,1487,2143.696,1995,1720,1683,3260.888,949,5554,2971,7063.773,10765.461,8835.944,36369.442,35612.306,27632.339,1375.487,1590,1346.258,704,567,715,2815,1618,1904.897
BT_0158,3595.111,4202.402,3159.493,6085.085,4628,4807.188,410,377,272.088,8876.476,7704.307,6832.846,196.903,44,30,324.749,51,84,8937.911,4116.254,4746.816,8930.937,10754.719,11559.239,211,484.304,411,218,239,212.112,270,862,454,4004.252,5580.329,5494.43,8974.32,11071.694,7591.502,534.513,366.055,314.742,48,63,43,290,114,143.103
BT_0159,3570.451,5029.482,4072.033,6361,4338.131,6074.11,707,989,658,6217.048,5970,5479.705,1137,255,242,275,739,672,4741.003,3904.85,4858.291,13225.987,12456.673,11500.08,777,1030,1155,494,626,725,76,786,294,3327.002,3809.16,3928.164,6219.479,7313,5386.606,1423,2299.945,1438,506,326,412,320,139,207
BT_0160,5324.795,8256.388,3345.575,3899,2164,1563,93,73,61,999,691,799,20,22,13,170,36,0,6659,2109.15,3209.451,1091.08,1463.999,2267.92,49,107,128,39,10,84,27,50,16,2005.007,2513.32,1853.462,7710.598,6228,3745,7,19,15,0,0,0,42,0,24
BT_0161,4540,4887.174,4653.192,1630,1393,1764,90,121,106,1868,1735,1781,47,44,17,118,139,12,8369,5506,6433.095,2654,2772.001,2930,134,314,423,90,116,143,11,143,75,4993.365,5865.904,6036.579,2359,2422.001,1831.443,165,152,136,0,32,0,67,73,28
BT_0162,11255.376,12856.31,10824.902,10289,7858,9791,385,481,317,34645.403,28379.865,23326.638,486,203,144,819,1175,593,21008,9644,15560.543,23653.951,25487.251,26447.321,535,1316.406,1008,261,662,563,102,305,111,11998,16064.786,16539.083,23089.88,24769.268,17743.557,908,400,483,73,72,104,79,56,81
BT_0163,503.637,518.558,395,861,542,848,62,110,57,1135,1436.472,939.059,273,86,37,191,127,124,873,451,573.089,1975.998,1969,1833.679,172,155.594,131,71,50,173,0,30,27,536,641.99,623.338,1473.37,1496.923,930,202,226,159,89,85,28,7,17,24
BT_0164,29214.457,32191.14,26878.553,72494,55764.148,66378,11289,13247,9107,93323.521,82143.21,73027.184,21429,8286,6835,7600,17066,11324,58475,30026,35514.659,100626.982,115482.733,118460.655,26266,38250,31118,9770,11532,12202,972,4891,2172,29784.022,38668.366,40053.056,86377.986,92089.978,67722.473,54058,37526,32741,3747,2585,3441,2168,1259,1957
BT_0165,4158.084,3747,4519.668,2190,1812,2343,154,289,110,2905,2973.79,2645,2008,380,448,115,302,248,2940,3059,5882.91,5206.002,4141,4118,2542,2397,3621,188,132,107,29,161,66,3790,5094.24,5650.792,3770,3817,3260,4465.598,3602,3333,149,197,114,112,36,55
BT_0166,2740.609,2613,2467.328,3019,2411,3181,1096,1078,660,4863.104,6587.21,4615,9594,2129,1838,1064,2799,2861,6112,2613,4858.229,11271.998,12559.731,9947,3846,2872,4320,795,860,805,42,210,167,3372,4001,4035,2728.109,3536,2402,9404.402,8545,7965,1404,856,987,98,145,180
BT_0167,3336.756,3829.394,3322.767,1126.456,990.017,1053.493,90,120,57,438.561,404.398,402.82,294.611,186.166,155,254.901,374.049,147.008,1823.628,1466.624,2098.898,860.23,440.657,611.889,465.893,441.749,439.196,53,34,70,19,92,17,1757.984,1705.943,1581.405,1941.15,1978.504,1632.751,363.674,1301.006,616.057,21,28,35.744,91,41.388,106.703
BT_0168,6801.06,8280.66,7295.799,2208.544,1632.983,1283.507,176,79,162,1000.439,625.602,750.18,831.389,537.834,259,322.099,470.951,219.992,4214.766,2545.376,3746.843,1028.77,948.343,1255.111,928.107,806.251,1010.804,85,115,123,44,155,45,3828.016,2751.057,2427.595,5309.667,4432.496,3556.249,1228.326,3370.994,1597.943,42,16,47.256,81,41.612,68.297
BT_0169,11426.424,15871.947,10971.565,2425,1959,2224,57,168,96,2057.295,1977.725,2486.896,311,269,48,139,119,58,4899,8940.337,11835.484,3538.011,2346.118,2929.477,346,532,703,62,121,117,23,288,166,10740.171,13679.455,14119.213,4861.883,4999.773,4164.079,548,973,641,106,66,22,100,34,56
BT_0170,12489.804,20664.3,9691.593,12369,7771,5308,0,25,6,5071.705,2090.275,3033.151,29,15,10,26,53,9,7781,3962,7372.393,3754.989,5015.335,7882,76,127,109,7,0,68,0,31,2,4918,6713.847,4915.787,42619.018,37846.227,22835.921,32,62.933,68,0,10,0,9,11,4
BT_0171,55,132,74,7,3,1,0,0,12,9,8,5,203,62,10,6,23,29,5,15,30,13,0,1,27,14,48,11,0,0,0,0,0,36,26,28,51,24,15,365,449.067,304,0,0,0,0,0,0
BT_0172,154,211,123,42,51,56,0,3,45,55,50,39,18,0,12,38,21,30,123,93,100,92,56,85,18,26,13,12,27,76,0,31,0,58,84,74,96,69,86,9,24,11,3,12,16,9,0,0
BT_0173,39571.845,47729.085,33795.519,4822.235,4734.353,5585.881,875,1009,807.023,3864.117,4763.22,4411.673,2125.204,418,428.996,533.208,1004,1113.198,19465.531,36674.801,37079.636,7192.117,4211.365,4699.936,528.195,524.001,518.938,523,679,926,227,1317,556.517,52732.366,58807.177,58167.721,3233.815,3678.045,2959.032,1255.742,1975.831,1477.726,722,332,525,242,138,200
BT_0174,28137.117,32654.166,27368.537,3001.765,3288.647,3574.119,422,287,390.977,2390.883,3797.78,2947.327,538.796,229,282.004,106.792,294,269.802,16797.228,24645.197,26593.742,5671.883,3899.635,4203.311,492.805,478.999,708.062,94,214,288,62,432,175.483,29873.634,35221.964,37313.194,2788.016,2978.955,2345.968,873.258,1259.169,941.274,82,40,57,99,60,41
BT_0175,450,672,425,182,61,127,0,12,13,1277,968,995,21,11,20,24,14,1,86,52,339,1143,1298,1132,74,103,68,0,5,19,22,13,0,95,422,325,4988,3846,2980,14,37,52,0,14,0,51,4,7
BT_0176,5454.057,5518,5068.147,906,582,603,13,38,30,1648.566,1691,1390.969,420,139,281,363,226,185,2659,1646,6676,5136,4856,4242.368,717,734.561,908,23,19,8,24,67,17,2564,5879,5611,4793.241,3937,3212.002,717.604,496,473.448,19,39,19,161,45,67
BT_0177,18373.982,19308.743,19305.321,6082.562,6166.209,4933,496,703,781,4587.034,6161.24,6141.804,69253.571,15302,12092,3490.976,10181,5510.949,6672,8109,13444.399,15450.611,6431.223,6852.535,7520.732,6308.439,10286,366,225,473,221,874,481,9386.672,10814.268,10370.483,10577.236,8943.789,7359.163,30997.444,38137.389,30571.822,673,506,635,763,308.747,534.903
BT_0178,3101.48,3235.881,2829.124,2337.601,2790.926,2457,102,81,65,1742.855,2404.286,2334.962,1825.393,1114.317,836.729,180.024,272,146.051,1538.316,2127.26,3705.629,4042.933,1842.359,1785.661,163.268,220,394,41,74,31,21,202.918,96,3067.057,4634.114,4438.524,3251.58,3518.706,2812.635,893.604,948.606,902.142,15,23,13.107,120.766,24.253,58.097
BT_0179,2714.976,2799.842,2650.381,2394.838,2177.074,2124,23,45,14,1552.052,2137.457,2247.586,548.483,350.683,283.271,127,83,12,1094.684,1567.74,2234.972,2332.748,1066.469,1301.646,106,70,233,6,19,8,24,104.082,61,2004.271,2087.476,2128.837,5438.002,5878.315,4716.788,406.874,497.4,378.603,57,33,23.893,61.234,13,12
BT_0180,24856.476,27322.634,25940.271,29521.438,23022.378,32055.278,1525,1487,1080,33149.218,35236.61,31322.201,4031.552,2089,1973,1257,2785,1646,33674.147,28125.552,33348.373,37773.987,37027.373,41038.147,1569,1956,2257,838,1068,890,237,1044,501,24601.085,32672.576,36503.928,34298.303,39073.789,27951.192,4410.691,4777.811,3571.289,960,610,757,506,185,405
BT_0181,1330,1255.553,1259.365,735.562,550.622,888.962,29,23,22,456.578,619.84,636.063,113.001,52,21,11,24,0,908.08,1197.134,1324.075,827.43,387.618,388.199,27,10,24,0,0,8,9,81,98,949.915,1066.761,1191.445,687.526,765.211,661.222,19.783,29.794,114.686,11,0,0,12,12,11
BT_0182,3947,4150.559,3466.071,381,349,414,58,81,117,554,538,505,178,25,33,147,61,11,1524,2298,3710.678,717,610,584,79,80,115,16,17,137,18,218,80,1857,2491.698,2633.565,414,528,377,98,219,176,114,80,36,100,67,82
BT_0183,5942.558,5582.683,4675.002,13152.056,8959.171,10648,3543,3301,2664.995,6323.711,4248.279,3764.257,4398,2857,1871,2671,3194,1186,7739.985,3606.001,3823.747,9857.374,11961.529,12913.302,2011,3660,2707.663,1735,2077,2956,336.292,1578,758,3774.426,3521.701,3146.604,11482.307,12944.316,9104.495,4006.642,3838.948,2859.12,1174.435,985,929,1229,559,837
BT_0184,2943.442,2884.325,3180.073,6033.944,4910.829,4323.002,481,407,328.005,2213.67,2106.721,2373.027,3126,944,822,47,188,170,2090.015,1810.999,2103.552,4820.626,3494.471,3931.816,2562,3301,3835.337,203,300,399,89.708,523,239,2120.574,2212.34,2174.396,3956.693,3897.684,3040.505,9433.358,14101.052,9269.88,231.565,134,209,275,138,126
BT_0185,3406.8,5232.298,3388.317,1867.38,1139.797,2387,158,152,154,1192.257,933.929,934.565,231.713,89,55,205,226,65,1588.328,1429.538,2000.138,1733.469,1539.577,1814.183,549,474.999,627,69,57,85,0,119,69,1253.899,2005.426,1944.573,8659.75,8446.838,7454.245,860,758.239,708.988,68,107,51,141.195,113,122
BT_0186,28113.092,32733.491,24824.931,34424.62,28683.203,42691.802,3277,3715,3770,55328.272,56626.176,54317.317,5474.08,1666,1380,2256,1845,1825,33829.672,30686.462,35160.699,64447.025,59346.079,59101.025,5627,5405.001,6593,1488,1892,2103,1047,4237,2799,26500.188,40240.34,40240.431,68999.633,89708.394,65578.696,11826,11609.761,8540.012,2030,1181,1416,1424.805,446,833
BT_0187,6201,8927.026,5469.907,7274,5855,7047,644,752,736,13188.927,11182.129,13037.791,546,208,177,382,798,455,4223,4591,6454,9122,6280,7861,822,1179,957,514,346,724,111,743,431,5326,7932,7701.556,20089.767,23217,19792.125,1056,1212,898,543,198,418,670,276,604
BT_0188,6888.595,7568.097,5665.462,3706,2696,3685,88,190,151,3844.02,2582.601,2721,268,139,179.925,295,694,230,6595,3392,5564.302,4354,5074,6063.06,208,583,448,191,155,208,13,85,38,4597,5853,6093.962,5540,5214,4102,242,518.987,355,0,38,15,65,32,39
BT_0189,564.689,493.903,424,60,70,49,84,110,79,81,61,89,526,291,198.075,207,231,254,311,379,604.698,164,169,167,284,307,571,0,84,40,1,104,56,350,486,511.038,274,235,217,469,526.509,591,54,56,30,103,59,73
BT_0190,558,558.541,562,65,53,64,122,106,27,99,115,87,540,204,203,165,101,237,336,477,717,135,111,96,118,52,376,52,47,32,25,151,79,414,616,866,134,220,105,663,1287.504,1004,72,29,35,166,47,41
BT_0191,144,107.459,128.65,29,22,33,43,16,0,30,44,41,50,70,35,57,24,33,73,82,127.533,24,36,29,26,32,102,10,4,0,27,66,64,116,172,154,47,65,41,83,120,184,18,0,9,37,8,47
BT_0192,251,271,247.35,409,222,281,96,130,51,809,738.04,645.837,390,175,134,151,101,51,193,183,366.012,1122,1745,1359.71,567,342,457,88,83,104,10,75,53,243,318,289.845,1774.867,1699.855,1359,527,255,242,52,75,52,44,69,34
BT_0193,89,81,94,44,66,49,0,26,12,42,84.96,83.163,39,15,13,42,27,0,49,84,90.455,75,35,42.29,15,16,29,41,0,0,0,15,26,82,121,130.155,148.289,194,150,79,96.476,86,0,19,25,12,2,4
BT_0194,60,115.074,75,47,72,34,18,3,0,63.077,55,68,9,2,0,3,18,0,38,49,84,59,54,67,19,21,40,17,11,10,0,38,14,99,78,67,153.986,158,155,57,77.524,38,0,10,0,11,3,4
BT_0195,146,159.926,148,126,102,132,384,371,337,135.923,128,131,1064,470,374,313,339,292,144,133,190.999,167,147,138,1143,974,1391,118,80,140,63,162,31,126,148,157,228.014,190,181,993,1355,808,191,89,89,84,26,104
BT_0196,34,30,18,8,11,6,0,4,44,20,10,11,20,0,7,12,20,4,9,19,24.001,9,11,9,26,35,47,0,15,17,19,60,26,10,47,34,12,47,31,94,94,43,0,1,24,29,12,11
BT_0197,1365,1590.127,1418,320,237,223,14,4,17,316,238,286,211,34,53,31,26,22,436,710,1629,724.733,455,579,155,407,474,0,19,29,0,29,13,816,1327,1234,803,711,533,623,719,687,44,30,19,74,40,85
BT_0198,1722,1780,1881.05,615,777.598,699,15,21,61,729,974.102,862,81.246,63,53,72,42,12,792,1571,2609.545,1118.415,655,752,132,107,134,8,23,65,0,60,74,4310,5235.516,4647.3,1554,1440,1061,458,361,380,51,36,72,129,64,85
BT_0199,4232,4488.305,4972.144,1047,914.402,983,141,107,147,1491,1612.898,1795,1718.754,567,416,428,264,271,878,1355,2706.831,3299.852,1870,1948,2836,2543,3900,84,8,77,5,112,131,1356,2107.656,2277.7,2440,2551,1898,3281,3780,3711,139,185,169,187,137,147
BT_0200,3860.173,4474.482,3971.804,3036.297,2691.53,2680,56,154,147,1962.97,2014.181,1992.114,186.681,123,35,179.885,111.353,81.799,2745,2495.926,4120.802,2344.728,1553.967,2290.781,258.58,350,434.335,101,47,148,41,175,50,2325.472,3235.277,3286.032,2896.641,2541.377,2186.619,334.205,528.67,337.911,44,12,53,109.003,34,82.139
BT_0201,3726.869,4326.149,3797.344,3518.197,3362.581,3468.064,295,426.089,472.393,2971.144,2925.205,2879.063,228.319,107,84,135.531,333.647,161.201,6127.818,3680.853,5065.554,3751.272,3646.957,3954.143,233.42,536,339.336,212,288,398,58,419,163,3402.084,4857.31,5003.97,2553.871,2281.005,1876.916,243.795,171.438,146.353,49,34,40,134.997,119,140.354
BT_0202,776.394,799.838,759.925,857.506,805.876,1179,59,109.911,173.607,251.302,291.613,390.823,39,53,30,24.583,16,38,208.182,795.32,893.758,458,190.076,256.077,28,27,51.329,20,26,43,48,207,100,566.444,636.674,823,444.672,526.617,359.465,43,87.892,28.736,12,21,19,44,39,27.507
BT_0203,2027.999,2160.052,2056.996,2387,2236.206,2697,487,513,410,2342.687,2619.747,2182.173,434,199,156,225,454,215,2344,1909.744,2727.061,3801.794,3109.996,3106.812,218,159,196,259,400,329,71,502,301,1689,2372.74,2621,1715.816,1843,1498,180,110,94,126,88,100,153,49,102
BT_0204,219.001,237.524,196.004,155,241.794,175,4,15,0,89.313,65.253,79.427,42,0,16,25,27,18,137,185.256,329.334,133.206,56.004,102.188,6,16,0,0,7,17,0,18,0,135,182,204,138,96,45,6,13,0,0,12,0,3,4,10
BT_0205,7536,8585,7767.005,3995,3889,3521,195,104,196,3136.04,3511,3711.276,491,153,98,109,230,339,3730,4885,8387.071,5512,3494,4473,445,575,648,98,87,87,53,190,108,8080,10528.371,10762.988,6239,6131,5010,980,1495,1018,60,76,48,103,94,69
BT_0206,327,399,338,64,82,73,31,66,71,216,250,207,134,30,69,61,10,34,195,162,275.001,163,113,121,174,49,191,18,30,0,13,27,21,490,598,668,197,318,188,299,255,264,70,59,72,19,24,5
BT_0207,62,57,41.003,9,0,29,0,14,0,21,15,5,17,0,0,16,1,17,48,49,37,8,21,26,5,10,20,0,0,19,0,0,0,58,76,93,50,54,20,57,0,3,0,0,2,3,0,0
BT_0208,19,45,20,14,1,9,0,3,0,14,1,17,4,4,14,35,13,0,19,13,26,3,11,12,2,16,23,0,6,7,0,0,0,17,33,43,18,27,11,11,0,32,0,0,0,7,4,0
BT_0209,102,92,62,57,36,23,8,7,0,45,50,68,15,7,21,13,28,24,24,25,64,70,34,31,42,69,119,5,0,0,0,11,0,53,89,87,147,139,123,47,129,152,0,7,26,2,4,3
BT_0210,98,146,119,104,94,113,9,33,0,124,102,110,62,0,13,27,94,32,100,86,128,134,107,120,55,36,63,0,14,5,0,21,16,111,139,172,145,221,167,75,174,178,39,40,15,51,19,11
BT_0211,108,110,78,73,62,95,16,26,0,120,105,125,77,24,50,21,33,0,54,79,100,132,89,97,61,81,149,28,7,0,0,14,5,95,109,159,248,285.995,223,136,206.687,186.976,1,23,12,26,19,3
BT_0212,183,200,177,169,169,150,37,28,71,206,207,166,96,18,19,92,70.427,22,234,148,201,330,287,352,113,50,87,17,29,19,0,29,30,215,235.997,243.093,588,685.487,427.305,117,120.802,106.501,63,19,0,32,29,30
BT_0213,40,50,20,24,8,43,8,22,42,42.071,53,39,6,0,0,19,2.573,0,31,20,24,30,38,35,0,36,35,0,0,0,10,16,25,14,44.003,28.907,101,120.517,112.695,23,3.512,26.523,0,0,0,23,15,6
BT_0214,78,141,70,38,21,18,15,11,16,337.929,316,260,94,21,0,215,36,33,19,8,83,291,377,340,194,117,163,0,0,13,0,35,15,23,98,99,997,799,550,115,92,61,35,30,1,74,33,37
BT_0215,75704.528,88458.746,80541.707,41002.882,33862.011,42177,2100,1939,2260.953,10823.458,11567.767,13279.661,15604.807,4026,2780,1451.796,2887.986,2522,17238,26279.035,41667.541,39596.849,29187.601,33799.869,29183.327,21170.885,33218.02,793,1027,1290,863,4833,2289,19810.999,22977.355,27365.469,22158.967,33666.271,30128.116,54835.499,69376.187,52151.994,1669.559,825,1490.183,2153,1120.615,1247.975
BT_0216,53292.91,64069.289,50344.785,12386.118,11345.989,13232,7527,7879,7937.047,5501.343,6211.233,7440.339,12875.193,3736,3034,9030.207,3720.014,5574,19433,37678.965,67828.166,35629.144,16388.462,15485.787,12006.673,11107.115,16522.98,3552,3762,6087,2156,12778,6057,40227.892,62573.564,59358.368,12861.908,18096.729,15322.749,22527.444,30575.812,22535.951,3793.441,2319.77,4473.817,6354,3251.385,3703.025
